"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2015-10-28","1","DAL","0","95","111","93.2","108.9","102.0",".379",".276",".468","52.5","44.1","2.9","4.7",".425","15.1","23.6",".241",".529","7.5","87.0",".247"
"2","2","2015-10-30","1","POR","1","110","92","104.1","87.0","105.7",".506",".217",".542","56.7","45.9","12.3","11.3",".470","15.8","26.2",".386",".448","19.6","80.0",".174"
"3","3","2015-10-31","0","POR","1","101","90","103.6","92.3","97.5",".170",".340",".500","51.6","41.0","11.3","12.2",".473","11.4","23.9",".128",".468","14.9","78.7",".203"
"4","4","2015-11-02","0","LAC","0","96","102","98.3","104.5","97.6",".214",".306",".448","54.5","63.9","8.2","1.8",".413","7.7","27.1",".153",".506","10.8","92.9",".247"
"5","5","2015-11-04","1","SAC","1","118","97","120.0","98.6","98.3",".265",".277",".637","55.4","60.0","14.2","6.7",".627","16.3","25.7",".169",".542","16.0","82.1",".071"
"6","6","2015-11-06","1","DET","0","92","100","92.8","100.8","99.2",".141",".326",".471","49.5","37.8","8.1","5.8",".457","14.1","21.2",".087",".554","14.3","85.4",".243"
"7","7","2015-11-08","0","OKC","0","103","124","97.6","117.4","105.6",".310",".190",".540","38.8","47.4","6.6","1.4",".494","19.4","16.7",".238",".543","12.3","60.5",".234"
"8","8","2015-11-12","1","LAC","1","118","104","117.1","103.3","100.7",".253",".361",".640","55.4","50.0","9.9","4.7",".614","17.1","26.5",".193",".494","12.0","75.5",".167"
"9","9","2015-11-14","1","DEN","1","105","81","103.5","79.8","101.4",".310",".286",".550","57.6","51.4","3.9","1.6",".506","17.3","23.3",".238",".378","9.0","83.9",".071"
"10","10","2015-11-16","1","LAL","1","120","101","128.3","108.0","93.5",".269",".323",".577","57.5","51.1","13.9","10.5",".543","8.8","37.5",".204",".539","15.7","82.1",".234"
"11","11","2015-11-18","1","CHI","0","97","103","101.9","108.2","95.2",".231",".297",".484","47.8","43.2","12.6","6.3",".451","10.7","28.0",".165",".548","17.6","72.5",".145"
"12","12","2015-11-20","0","DEN","1","114","107","119.3","111.9","95.6",".316",".342",".633","52.5","55.0","7.3","10.6",".601","17.4","29.4",".241",".483","9.8","69.6",".222"
"13","13","2015-11-22","0","NOP","0","116","122","110.8","116.6","104.7",".367",".400",".555","48.4","48.6","5.7","7.3",".483","12.6","22.0",".322",".524","12.0","77.8",".388"
"14","14","2015-11-23","0","SAS","0","84","98","89.1","104.0","94.2",".137",".260",".543","49.3","67.6","13.8","4.8",".514","26.6","25.0",".123",".567","18.8","71.8",".061"
"15","15","2015-11-25","1","NOP","0","114","120","111.6","117.4","102.2",".208",".271",".544","51.2","56.8","7.8","8.5",".510","8.7","22.9",".167",".580","12.7","86.8",".321"
"16","16","2015-11-27","1","GSW","0","116","135","109.3","127.2","106.1",".250",".283",".568","36.1","46.7","12.2","4.7",".543","12.1","14.3",".174",".704","19.6","67.6",".259"
"17","17","2015-11-29","0","TOR","1","107","102","112.6","107.4","95.0",".213",".287",".520","53.8","60.0","4.2","15.8",".484","8.1","27.1",".170",".512","10.5","82.2",".163"
"18","18","2015-12-01","0","BRK","0","91","94","94.6","97.7","96.2",".293",".373",".537","48.1","60.6","9.4","4.2",".507","15.9","10.0",".200",".512","14.4","85.4",".095"
"19","19","2015-12-02","0","DET","0","122","127","114.1","118.8","96.9",".155",".340",".589","41.9","59.6","6.5","5.0",".557","12.6","21.3",".144",".575","14.5","66.7",".310"
"20","20","2015-12-04","0","WAS","0","106","109","110.5","113.7","95.9",".190",".274",".582","46.1","48.8","8.3","7.1",".571","18.0","31.6",".119",".549","18.4","60.5",".232"
"21","21","2015-12-06","0","MEM","0","93","95","98.7","100.8","94.3",".207",".378",".520","50.5","55.6","8.5","6.7",".494","16.7","26.2",".146",".428","10.7","70.6",".200"
"22","22","2015-12-07","0","CHI","1","103","101","101.6","99.6","101.4",".185",".185",".518","45.5","43.9","11.8","5.8",".484","15.3","23.8",".152",".489","17.0","65.2",".144"
"23","23","2015-12-09","1","ORL","1","107","104","108.2","105.2","98.9",".338",".300",".582","57.9","56.1","9.1","10.0",".550","16.4","28.9",".238",".541","14.8","86.8",".141"
"24","24","2015-12-11","1","POR","0","96","106","104.1","114.9","92.2",".217",".422",".528","44.0","58.3","8.7","11.3",".512","9.0","17.8",".133",".531","10.8","69.6",".042"
"25","25","2015-12-13","1","MIN","1","108","101","110.7","103.5","97.6",".276",".345",".554","50.0","71.8","16.4","14.8",".506","12.5","29.3",".230",".507","21.4","74.3",".370"
"26","26","2015-12-14","0","DAL","0","94","104","98.7","109.2","95.2",".338",".313",".512","53.4","57.6","9.5","11.1",".469","14.8","25.0",".238",".571","15.6","87.5",".208"
"27","27","2015-12-16","0","GSW","0","103","128","95.1","118.2","108.3",".198",".242",".521","45.6","68.3","10.2","7.1",".478","16.8","14.9",".176",".608","14.5","79.1",".239"
"28","28","2015-12-18","1","NOP","1","104","88","108.2","91.5","96.1",".202",".190",".568","55.6","50.0","10.4","4.1",".560","17.2","31.6",".119",".394","19.3","76.7",".451"
"29","29","2015-12-20","1","MIL","0","95","101","99.0","105.3","95.9",".324",".243",".562","51.3","54.5","8.3","3.2",".500","19.1","16.2",".284",".551","12.7","84.6",".177"
"30","30","2015-12-21","0","UTA","0","89","110","97.7","120.7","91.1",".278",".304",".502","46.0","38.7","3.3","0.0",".437","12.8","20.0",".253",".513","9.5","73.8",".367"
"31","31","2015-12-23","1","DEN","0","96","104","98.4","106.6","97.6",".195",".287",".508","47.9","58.3","9.2","3.6",".489","14.5","24.5",".126",".538","14.9","72.3",".066"
"32","32","2015-12-26","1","PHI","0","104","111","102.2","109.0","101.8",".386",".307",".505","46.1","50.0","9.8","5.8",".443","12.0","23.1",".295",".557","18.8","78.4",".291"
"33","33","2015-12-28","1","CLE","0","97","101","110.8","115.3","87.6",".253",".316",".552","54.3","55.6","9.1","3.3",".525","15.4","34.1",".177",".585","17.2","75.0",".254"
"34","34","2015-12-30","0","SAS","0","79","112","83.0","117.6","95.2",".222",".222",".444","43.9","56.3","6.3","4.8",".426","14.4","16.7",".123",".605","12.6","82.4",".263"
"35","35","2015-12-31","0","OKC","0","106","110","117.6","122.1","90.1",".159",".244",".604","50.0","55.8","11.1","5.1",".573","15.4","30.6",".146",".569","12.6","68.4",".238"
"36","36","2016-01-02","0","SAC","0","119","142","114.0","136.0","104.4",".337",".349",".624","35.2","62.8","8.6","10.9",".578","14.4","10.0",".277",".661","12.1","67.7",".310"
"37","37","2016-01-03","0","LAL","0","77","97","80.0","100.8","96.2",".101",".303",".414","45.5","50.0","8.3","6.5",".393","13.1","16.7",".079",".500","14.1","80.0",".155"
"38","38","2016-01-06","1","CHO","1","111","102","112.5","103.4","98.6",".155",".393",".619","47.0","61.0","11.2","3.4",".601","11.8","5.4",".119",".500","11.9","80.4",".172"
"39","39","2016-01-08","1","MIA","0","95","103","103.8","112.5","91.5",".141",".261",".486","52.9","37.5","5.5","7.3",".467","12.5","30.0",".098",".541","10.4","83.8",".329"
"40","40","2016-01-12","0","IND","0","97","116","99.5","119.0","97.4",".303",".281",".481","52.3","66.7","6.2","5.5",".449","15.1","32.7",".191",".582","12.3","78.4",".304"
"41","41","2016-01-15","0","BOS","0","103","117","100.8","114.5","102.2",".315",".303",".508","44.6","68.6","8.8","7.6",".449","12.1","18.8",".258",".510","9.9","67.9",".198"
"42","42","2016-01-17","0","MIN","0","87","117","93.2","125.4","93.3",".309",".185",".473","42.3","45.7","5.4","3.9",".451","14.0","21.4",".173",".616","14.8","72.4",".464"
"43","43","2016-01-19","1","IND","0","94","97","94.2","97.2","99.8",".358",".432",".501","53.5","53.6","4.0","3.2",".414","19.0","26.5",".333",".434","12.5","80.0",".301"
"44","44","2016-01-21","1","SAS","0","89","117","95.5","125.5","93.2",".284",".222",".488","50.0","56.3","3.2","5.6",".432","12.5","21.4",".235",".541","7.5","77.3",".279"
"45","45","2016-01-23","1","ATL","1","98","95","103.2","100.0","95.0",".306",".282",".508","54.7","64.7","10.5","12.0",".459","15.0","31.9",".235",".476","14.8","77.1",".179"
"46","46","2016-01-26","0","PHI","0","103","113","103.9","114.0","99.1",".337",".229",".540","52.3","69.2","6.1","11.3",".506","15.1","23.3",".229",".549","10.2","81.4",".296"
"47","47","2016-01-27","0","CLE","0","93","115","104.4","129.1","89.1",".357",".286",".574","47.9","75.8","6.7","3.8",".529","21.4","30.8",".271",".623","12.9","68.8",".173"
"48","48","2016-01-29","0","NYK","0","84","102","91.2","110.8","92.1",".141",".306",".465","49.0","57.1","4.3","7.8",".453","15.1","23.5",".082",".470","7.7","77.8",".274"
"49","49","2016-01-31","0","DAL","0","78","91","88.8","103.6","87.9",".324",".311",".461","51.2","48.1","8.0","12.2",".399","18.3","27.5",".257",".449","13.7","71.7",".269"
"50","50","2016-02-02","1","TOR","0","97","104","107.3","115.1","90.4",".190",".392",".567","52.1","62.2","5.5","8.5",".544","15.7","22.9",".139",".534","12.0","78.9",".338"
"51","51","2016-02-04","1","HOU","0","105","111","106.6","112.6","98.5",".386",".349",".541","52.4","68.8","9.1","2.3",".452","19.8","36.7",".361",".517","13.8","66.7",".256"
"52","52","2016-02-06","1","UTA","0","89","98","102.8","113.2","86.6",".325",".300",".487","47.0","63.3","3.5","9.7",".431","9.9","26.1",".250",".468","8.9","73.0",".321"
"53","53","2016-02-08","1","OKC","0","106","122","111.4","128.2","95.2",".534",".151",".588","48.6","59.5","9.5","7.7",".514","15.9","27.3",".425",".582","12.5","65.9",".271"
"54","54","2016-02-10","1","GSW","0","104","112","97.5","105.0","106.7",".237",".226",".506","50.0","51.2","6.6","12.2",".473","14.9","19.2",".172",".494","11.3","83.3",".270"
"55","55","2016-02-19","1","HOU","0","100","116","94.0","109.0","106.4",".427",".427",".513","44.0","76.7","6.6","11.1",".433","17.0","19.1",".354",".519","16.3","70.5",".449"
"56","56","2016-02-21","1","SAS","0","111","118","111.3","118.3","99.7",".237",".258",".541","52.3","60.5","6.0","7.6",".511","11.2","27.7",".172",".585","11.0","80.5",".268"
"57","57","2016-02-22","0","LAC","0","84","124","83.5","123.3","100.5",".227",".273",".434","43.6","64.5","8.0","3.6",".392","14.2","18.9",".170",".631","14.4","75.6",".288"
"58","58","2016-02-25","1","BRK","0","106","116","104.4","114.2","101.5",".235",".276",".490","54.3","38.1","9.8","7.0",".474","15.6","38.9",".133",".547","15.4","76.3",".453"
"59","59","2016-02-27","1","MEM","1","111","106","115.6","110.4","96.0",".438",".400",".582","62.2","51.4","4.2","5.0",".538","15.9","37.2",".313",".438","7.5","85.1",".450"
"60","60","2016-03-01","0","CHO","0","92","126","93.6","128.1","98.3",".297",".297",".447","42.0","42.4","5.1","3.0",".396","9.7","23.2",".220",".554","10.3","65.9",".247"
"61","61","2016-03-03","0","MIA","0","92","108","95.9","112.6","95.9",".329",".268",".490","44.2","36.4","7.3","3.0",".433","8.7","12.8",".256",".536","11.3","82.1",".229"
"62","62","2016-03-04","0","ORL","1","102","84","98.5","81.1","103.5",".500",".179",".536","53.3","51.4","7.7","6.8",".481","15.9","18.6",".346",".381","11.6","76.6",".069"
"63","63","2016-03-06","0","MEM","1","109","100","122.1","112.0","89.3",".423",".394",".647","55.3","64.9","3.4","5.2",".606","15.1","27.8",".324",".463","9.6","75.5",".325"
"64","64","2016-03-09","1","NYK","0","97","128","103.0","136.0","94.1",".169",".326",".507","46.9","41.0","6.4","0.0",".489","10.3","21.7",".112",".659","9.8","80.0",".244"
"65","65","2016-03-10","0","DEN","0","98","116","99.9","118.2","98.1",".371",".315",".473","51.5","57.6","4.1","6.3",".404","11.9","29.6",".292",".555","10.0","76.6",".165"
"66","66","2016-03-12","0","GSW","0","116","123","116.0","123.0","100.0",".217",".315",".575","52.8","64.4","3.0","5.9",".549","10.6","20.5",".163",".565","7.5","84.4",".333"
"67","67","2016-03-14","1","MIN","1","107","104","102.7","99.8","104.2",".211",".368",".515","61.3","55.0","7.7","4.4",".479","18.1","38.8",".168",".464","14.1","86.4",".310"
"68","68","2016-03-17","0","UTA","0","69","103","70.9","105.8","97.4",".171",".317",".391","45.7","50.0","9.2","1.6",".378","19.2","19.2",".085",".551","14.8","78.6",".068"
"69","69","2016-03-18","0","LAL","1","95","90","101.9","96.6","93.2",".292",".337",".473","53.3","59.4","5.4","9.5",".404","9.9","30.9",".258",".395","11.0","76.9",".256"
"70","70","2016-03-21","1","MEM","0","97","103","99.4","105.5","97.6",".447",".368",".533","50.0","73.3","8.2","14.3",".467","15.7","20.5",".342",".478","11.7","78.3",".189"
"71","71","2016-03-23","1","LAL","1","119","107","122.7","110.3","97.0",".215",".301",".584","55.9","66.0","6.2","6.1",".575","11.3","35.7",".129",".457","8.7","72.5",".237"
"72","72","2016-03-25","0","SAC","0","94","116","89.3","110.2","105.3",".245",".340",".451","52.3","57.1","3.8","2.9",".420","17.4","31.0",".160",".483","10.1","76.5",".322"
"73","73","2016-03-26","1","BOS","0","99","102","101.5","104.6","97.5",".247",".365",".525","47.3","51.4","7.2","5.5",".476","17.5","27.3",".212",".464","16.5","65.3",".286"
"74","74","2016-03-28","0","MIN","0","116","121","111.2","115.9","104.4",".274",".393",".616","46.8","53.7","8.6","3.6",".577","18.2","18.9",".226",".549","15.4","72.5",".395"
"75","75","2016-03-30","0","MIL","0","94","105","98.6","110.1","95.3",".202",".286",".514","56.3","60.5","6.3","6.5",".482","19.4","34.1",".155",".519","12.4","79.1",".325"
"76","76","2016-04-01","1","WAS","0","99","106","100.1","107.2","98.9",".280",".247",".474","56.0","52.8","5.1","5.0",".425","13.3","32.7",".215",".500","11.0","81.3",".233"
"77","77","2016-04-03","1","UTA","0","86","101","92.7","108.9","92.7",".244",".346",".498","57.7","48.5","5.4","1.9",".474","19.6","29.3",".154",".543","10.2","89.2",".160"
"78","78","2016-04-05","0","ATL","0","90","103","86.4","98.8","104.2",".370",".383",".478","50.5","63.3","12.5","6.6",".444","20.3","22.9",".222",".468","13.4","75.5",".147"
"79","79","2016-04-07","0","HOU","1","124","115","126.3","117.1","98.2",".309",".330",".581","64.4","70.5","11.2","4.9",".532","15.1","48.8",".255",".662","17.3","84.4",".230"
"80","80","2016-04-09","0","NOP","1","121","100","120.7","99.8","100.2",".373",".301",".626","55.8","62.8","6.0","10.8",".578","15.0","27.5",".301",".447","9.6","76.4",".158"
"81","81","2016-04-11","1","SAC","0","101","105","94.8","98.6","106.5",".170",".220",".470","56.0","51.2","7.5","4.5",".435","15.0","32.1",".140",".530","15.9","89.5",".205"
"82","82","2016-04-13","1","LAC","1","114","105","107.4","99.0","106.1",".222",".263",".524","59.2","57.8","9.4","7.7",".490","12.8","34.6",".172",".495","12.9","87.0",".104"
