"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-30","1","OKC","1","93","90","102.3","99.0","90.9",".287",".345",".474","41.3","50.0","11.0","9.1",".431","10.1","26.4",".207",".477","21.6","70.4",".431"
"2","2","2014-10-31","0","LAL","1","118","111","122.0","114.7","96.8",".620",".465",".653","47.4","73.5","6.2","3.2",".563","13.4","16.2",".535",".555","12.9","76.9",".244"
"3","3","2014-11-02","1","SAC","0","92","98","101.5","108.2","90.6",".239",".352",".473","43.2","69.7","11.0","12.1",".426","7.6","22.9",".193",".522","18.7","72.7",".397"
"4","4","2014-11-03","1","UTA","1","107","101","115.2","108.7","92.9",".210",".284",".605","44.9","68.3","6.5","12.0",".568","10.2","12.8",".185",".532","16.3","76.9",".247"
"5","5","2014-11-05","0","GSW","0","104","121","103.3","120.2","100.7",".329",".232",".554","43.5","68.4","11.9","4.1",".506","13.0","12.5",".256",".682","21.7","86.2",".270"
"6","6","2014-11-08","1","POR","1","106","102","113.7","109.4","93.2",".370",".148",".563","46.3","42.5","8.6","7.3",".525","6.9","19.0",".259",".513","15.0","76.3",".250"
"7","7","2014-11-10","1","SAS","0","85","89","96.3","100.9","88.2",".230",".297",".522","53.0","78.8","6.8","12.5",".480","15.5","21.6",".189",".410","7.8","78.3",".253"
"8","8","2014-11-15","1","PHO","1","120","107","119.2","106.3","100.6",".632",".426",".690","52.2","66.7","5.0","17.4",".632","18.7","12.9",".500",".439","8.4","72.9",".202"
"9","9","2014-11-17","1","CHI","0","89","105","98.7","116.5","90.1",".272",".284",".491","47.1","55.6","2.2","9.3",".488","11.7","20.0",".123",".550","8.1","77.5",".213"
"10","10","2014-11-19","0","ORL","1","114","90","120.8","95.4","94.4",".190",".250",".626","44.8","53.3","8.5","14.5",".607","7.1","5.1",".143",".442","12.2","77.1",".163"
"11","11","2014-11-20","0","MIA","1","110","93","124.6","105.3","88.3",".221",".403",".651","53.8","72.1","6.8","0.0",".643","13.3","14.3",".143",".493","13.0","83.8",".403"
