"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-26","1","DAL","1","130","121","113.7","105.8","103.6",".366",".204",".602","51.5","63.8","9.6","10.7",".559","12.9","17.0",".280",".519","11.8","81.5",".125"
"2","2","2016-10-28","0","BRK","0","94","103","94.1","103.2","99.8",".204",".245",".440","48.5","59.5","7.0","11.1",".413","10.9","25.9",".133",".494","14.3","74.5",".195"
"3","3","2016-10-29","0","CHI","0","101","118","108.1","126.3","93.4",".102",".205",".549","41.3","79.1","8.6","10.8",".528","12.4","19.0",".091",".576","11.2","65.8",".221"
"4","4","2016-11-01","1","LAL","1","115","108","111.7","104.9","102.9",".333",".322",".576","49.4","46.3","9.7","13.1",".529","13.1","25.0",".264",".483","16.0","74.4",".247"
"5","5","2016-11-03","0","MIL","0","107","125","106.8","124.8","100.2",".333",".284",".576","43.8","76.3","14.0","7.3",".531","18.4","25.6",".259",".646","18.5","64.7",".232"
"6","6","2016-11-05","1","CHI","1","111","94","122.1","103.4","90.9",".140",".302",".608","47.4","58.7","8.8","14.8",".605","10.8","22.9",".081",".468","15.1","68.3",".253"
"7","7","2016-11-07","0","CHO","0","100","122","95.6","116.6","104.6",".160",".351",".497","54.7","57.5","7.6","7.7",".473","15.2","23.1",".117",".560","10.1","93.0",".333"
"8","8","2016-11-09","1","PHI","1","122","115","113.7","107.2","97.1",".222",".211",".617","50.0","51.0","8.4","10.2",".594","13.9","17.5",".167",".558","14.1","78.3",".095"
"9","9","2016-11-11","0","PHI","0","105","109","100.6","104.4","94.5",".261",".216",".535","42.6","59.0","13.4","5.6",".472","11.7","8.9",".250",".483","16.0","73.5",".302"
"10","10","2016-11-12","1","BOS","0","99","105","106.3","112.7","93.1",".326",".314",".503","46.0","47.2","9.7","16.4",".453","11.7","25.6",".244",".488","12.1","65.9",".338"
"11","11","2016-11-14","1","ORL","1","88","69","94.0","73.7","93.6",".111",".278",".466","48.5","62.9","9.6","15.3",".433","8.7","14.0",".111",".351","13.5","82.4",".119"
"12","12","2016-11-16","1","CLE","1","103","93","106.1","95.8","97.1",".128",".326",".567","44.0","51.2","8.2","21.4",".558","9.9","11.1",".081",".471","16.0","76.1",".140"
"13","13","2016-11-18","1","PHO","0","96","116","102.8","124.3","93.3",".382",".092",".541","43.2","50.0","5.4","11.3",".480","16.9","26.3",".303",".521","9.5","58.1",".155"
"14","14","2016-11-20","0","OKC","1","115","111","105.7","102.0","98.5",".348",".247",".560","51.0","57.5","11.9","3.1",".511","17.7","30.6",".270",".485","15.5","70.6",".129"
"15","15","2016-11-21","1","GSW","0","83","120","82.3","118.9","100.9",".117",".223",".383","45.0","39.4","5.0","7.4",".350","9.2","23.8",".107",".517","10.3","73.9",".300"
"16","16","2016-11-23","1","ATL","0","85","96","87.0","98.3","97.6",".167",".321",".471","39.8","47.1","15.4","7.7",".446","16.6","15.2",".119",".453","18.2","63.8",".224"
"17","17","2016-11-25","1","BRK","1","118","97","120.5","99.0","98.0",".184",".299",".627","55.3","52.1","11.2","11.1",".615","13.0","23.7",".126",".525","17.6","80.9",".177"
"18","18","2016-11-27","1","LAC","1","91","70","97.7","75.1","93.2",".076",".207",".479","56.5","65.0","8.6","8.7",".462","12.0","27.7",".065",".343","19.6","86.7",".314"
"19","19","2016-11-30","0","POR","0","109","131","115.9","139.3","94.1",".486",".194",".624","44.4","52.8","3.2","6.5",".542","14.6","13.3",".431",".606","5.5","66.7",".181"
"20","20","2016-12-04","0","LAC","1","111","102","115.3","106.0","96.2",".443",".177",".588","41.4","53.8","9.4","3.9",".525","8.7","12.5",".354",".506","17.6","66.0",".247"
"21","21","2016-12-05","0","GSW","0","106","142","101.0","135.3","105.0",".412",".176",".528","42.6","57.1","9.5","7.5",".429","12.2","19.1",".388",".587","8.7","66.0",".192"
"22","22","2016-12-07","0","PHO","1","109","94","109.0","94.0","100.0",".526",".295",".567","55.1","45.7","11.0","5.8",".494","15.8","27.9",".410",".453","17.0","80.4",".200"
"23","23","2016-12-09","0","DAL","0","103","111","114.8","123.7","89.7",".377",".362",".640","53.5","65.6","5.6","8.3",".565","13.9","12.5",".362",".581","8.1","87.2",".225"
"24","24","2016-12-10","1","POR","1","118","111","123.6","116.2","95.5",".337",".349",".619","48.8","60.0","11.5","20.0",".572","12.0","23.8",".277",".585","16.0","76.3",".183"
"25","25","2016-12-12","1","CHO","1","110","94","112.6","96.2","97.7",".114",".409",".595","47.7","55.8","4.1","19.0",".585","10.6","11.9",".080",".393","11.7","80.4",".333"
"26","26","2016-12-14","0","MIA","0","89","95","94.2","100.6","94.5",".191",".303",".461","39.6","42.4","8.5","8.8",".421","7.7","12.0",".157",".494","13.9","69.6",".171"
"27","27","2016-12-15","0","NOP","0","95","102","94.2","101.1","100.9",".276",".241",".487","45.5","63.9","5.9","6.9",".431","11.0","13.7",".230",".482","14.1","78.0",".235"
"28","28","2016-12-17","0","DET","1","105","90","115.7","99.2","90.7",".301",".229",".559","56.0","50.0","6.6","5.6",".518","8.7","23.1",".229",".440","7.9","80.8",".190"
"29","29","2016-12-19","1","WAS","1","107","105","108.4","106.4","98.7",".241",".241",".556","45.6","43.9","6.1","9.1",".511","13.5","20.5",".207",".477","13.1","69.6",".239"
"30","30","2016-12-20","0","NYK","0","111","118","107.4","114.2","103.4",".363",".253",".526","49.4","56.4","9.7","7.7",".462","7.9","21.2",".297",".574","12.6","89.2",".193"
"31","31","2016-12-22","1","BOS","0","102","109","99.1","105.9","102.9",".354",".280",".538","53.2","57.1","4.9","5.7",".470","16.7","18.6",".305",".467","8.8","82.4",".250"
"32","32","2016-12-26","0","CHI","0","85","90","95.2","100.8","89.3",".123",".309",".498","45.5","76.5","5.6","8.6",".475","15.8","22.0",".099",".422","12.0","66.0",".241"
"33","33","2016-12-28","0","WAS","0","105","111","108.0","114.2","97.2",".367",".354",".572","38.6","68.6","10.3","7.1",".513","12.4","11.4",".304",".538","16.0","65.9",".346"
"34","34","2016-12-30","1","CHI","1","111","101","117.9","107.2","94.2",".370",".235",".589","47.2","66.7","7.4","9.8",".525","10.5","20.0",".321",".452","11.7","69.4",".298"
