"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-29","0","IND","0","87","97","91.6","102.1","95.0",".108",".204",".447","47.0","47.2","10.5","11.1",".435","14.9","27.7",".065",".528","19.0","72.2",".310"
"2","2","2013-10-30","0","MIN","0","115","120","104.3","108.8","99.9",".180",".270",".533","52.4","44.7","6.3","8.0",".520","14.3","28.6",".110",".460","10.9","74.1",".280"
"3","3","2013-11-01","1","NOP","1","110","90","116.7","95.5","94.3",".386",".314",".672","50.0","56.4","11.7","8.8",".636","18.0","15.6",".300",".380","10.4","69.6",".217"
"4","4","2013-11-03","1","BRK","1","107","86","111.2","89.4","96.2",".247",".191",".542","56.3","45.2","7.3","5.6",".511","13.2","29.5",".180",".404","11.2","78.8",".157"
"5","5","2013-11-06","1","LAC","1","98","90","99.6","91.4","98.4",".207",".195",".548","50.0","52.5","7.1","5.3",".518","14.4","16.3",".159",".395","11.1","74.6",".158"
"6","6","2013-11-08","1","BOS","0","89","91","92.8","94.9","95.9",".349",".241",".465","52.8","57.6","4.2","4.9",".422","17.3","34.0",".229",".368","9.4","67.8",".221"
"7","7","2013-11-09","0","ATL","0","94","104","96.8","107.0","97.2",".220",".207",".523","48.0","57.9","9.3","2.8",".512","15.9","22.0",".122",".511","11.0","79.4",".133"
"8","8","2013-11-11","0","BOS","0","105","120","110.3","126.0","95.2",".271",".212",".552","50.7","69.2","7.4","5.5",".500","15.9","33.3",".235",".629","12.4","74.2",".153"
"9","9","2013-11-13","1","MIL","1","94","91","102.3","99.0","91.9",".256",".317",".515","53.6","57.1","7.6","13.1",".482","14.1","28.9",".183",".480","17.7","82.1",".270"
"10","10","2013-11-16","1","DAL","0","100","108","107.5","116.1","93.0",".400",".214",".607","57.1","59.5","4.3","1.8",".557","17.1","16.7",".314",".571","8.0","87.5",".143"
"11","11","2013-11-20","1","MIA","0","92","120","98.5","128.5","93.4",".296",".408",".573","38.5","65.5","13.9","10.0",".514","23.0","20.0",".268",".615","19.3","60.0",".392"
"12","12","2013-11-23","0","MIA","0","99","101","106.9","109.0","92.6",".397",".315",".577","55.4","55.9","8.6","5.7",".534","15.7","25.6",".288",".513","11.8","88.6",".269"
"13","13","2013-11-24","1","PHO","0","96","104","102.9","111.4","93.3",".167",".250",".532","48.2","61.5","4.3","7.6",".500","11.7","17.1",".143",".542","8.5","77.3",".011"
"14","14","2013-11-26","0","ATL","1","109","92","115.2","97.3","94.6",".241",".265",".594","55.1","69.0","8.5","5.9",".554","11.6","16.2",".205",".473","14.2","90.2",".315"
"15","15","2013-11-27","1","PHI","1","105","94","106.7","95.5","98.4",".256",".232",".575","52.9","51.2","10.2","9.5",".549","15.7","18.4",".183",".488","14.0","80.9",".129"
"16","16","2013-11-29","1","SAS","0","91","109","96.9","116.0","93.9",".192",".244",".538","39.4","58.8","8.5","8.5",".494","15.1","10.0",".179",".605","18.5","77.4",".224"
"17","17","2013-12-02","0","WAS","0","80","98","86.9","106.5","92.0",".247",".195",".469","48.8","46.7","9.8","6.7",".409","15.8","20.5",".221",".514","16.5","81.6",".315"
"18","18","2013-12-03","0","PHI","0","125","126","111.3","112.2","92.9",".340",".277",".578","37.8","59.6","11.6","4.5",".532","14.3","18.2",".266",".536","17.2","56.5",".240"
"19","19","2013-12-06","0","NYK","0","83","121","94.9","138.3","87.5",".286",".357",".527","40.8","63.3","5.7","6.1",".500","13.2","10.3",".186",".633","9.9","73.0",".193"
"20","20","2013-12-08","0","HOU","0","88","98","93.0","103.6","94.6",".301",".312",".418","41.7","43.8","13.7","16.3",".387","6.2","25.0",".172",".487","16.0","65.1",".316"
