"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","0","SAS","0","94","101","97.6","104.8","96.4",".161",".161",".472","52.4","61.5","6.2","5.4",".462","12.3","23.4",".086",".599","15.3","89.2",".132"
"2","2","2013-11-01","1","DET","1","111","108","109.3","106.3","92.0",".390",".234",".615","48.1","62.5","12.8","5.9",".558","18.1","18.8",".325",".511","16.0","68.1",".191"
"3","3","2013-11-02","0","DAL","0","99","111","104.3","116.9","94.9",".299",".184",".503","53.1","54.1","6.3","3.3",".443","14.7","35.4",".253",".444","9.9","70.8",".500"
"4","4","2013-11-04","1","BOS","1","95","88","105.6","97.8","90.0",".297",".203",".568","52.9","63.9","6.7","4.0",".520","17.7","24.3",".243",".521","17.9","87.1",".214"
"5","5","2013-11-06","1","NOP","0","84","99","99.0","116.7","84.9",".197",".211",".544","42.6","50.0","5.9","7.7",".507","18.9","21.2",".169",".513","13.0","62.9",".244"
"6","6","2013-11-09","1","GSW","1","108","90","113.2","94.3","95.4",".316",".165",".600","57.1","59.5","8.4","10.4",".563","15.1","25.0",".241",".487","16.0","80.0",".179"
"7","7","2013-11-11","0","IND","0","79","95","92.9","111.7","85.0",".253",".107",".474","41.6","61.3","7.1","7.0",".440","10.7","16.3",".173",".526","13.4","73.5",".197"
"8","8","2013-11-13","1","TOR","0","87","103","97.7","115.7","89.0",".207",".256",".486","51.9","68.6","6.7","9.6",".463","16.0","28.2",".134",".522","13.4","76.3",".493"
"9","9","2013-11-15","0","LAL","1","89","86","99.1","95.8","89.8",".165",".153",".488","56.0","73.0","7.8","8.9",".441","9.0","21.7",".165",".500","11.5","91.1",".075"
"10","10","2013-11-17","0","SAC","1","97","86","109.4","97.0","88.6",".250",".181",".607","58.3","75.0","4.5","6.3",".583","16.7","22.6",".181",".420","7.8","79.2",".149"
"11","11","2013-11-18","0","LAC","1","106","102","116.3","111.9","91.2",".370",".148",".563","51.1","59.0","7.7","7.9",".512","8.7","27.5",".284",".436","9.9","69.2",".314"
"12","12","2013-11-20","0","GSW","1","88","81","101.0","93.0","78.9",".216",".136",".457","52.7","50.0","9.2","9.4",".403","5.9","30.8",".193",".470","14.1","82.1",".049"
"13","13","2013-11-22","1","SAS","0","86","102","97.9","116.1","87.8",".213",".138",".492","48.1","45.7","8.0","3.2",".456","13.8","28.6",".163",".576","14.8","70.3",".139"
"14","14","2013-11-25","1","HOU","0","86","93","99.1","107.2","86.7",".220",".159",".478","44.9","64.7","13.8","15.6",".439","14.3","30.4",".171",".536","18.2","65.6",".275"
"15","15","2013-11-27","0","BOS","1","100","93","111.4","103.6","89.8",".388",".113",".534","47.1","66.7","7.8","8.7",".469","7.9","23.7",".313",".466","13.7","65.3",".112"
"16","16","2013-11-30","1","BRK","0","88","97","101.4","111.8","86.8",".156",".195",".535","45.8","55.6","6.9","5.5",".513","13.6","16.2",".117",".527","12.4","77.1",".274"
"17","17","2013-12-03","1","PHO","1","110","91","123.4","102.1","89.1",".250",".167",".590","51.2","56.5","7.9","12.1",".577","7.9","30.8",".155",".466","13.0","68.9",".115"
"18","18","2013-12-05","1","LAC","0","81","101","90.2","112.4","89.8",".338",".169",".458","48.7","55.2","8.9","1.7",".396","15.3","26.8",".260",".544","14.6","73.0",".175"
"19","19","2013-12-07","1","GSW","0","82","108","98.3","129.5","83.4",".259",".118",".433","46.0","41.9","9.6","8.6",".376","7.8","34.7",".212",".545","9.6","60.5",".136"
"20","20","2013-12-09","1","ORL","1","94","85","101.7","92.0","92.4",".198",".198",".503","59.8","63.9","4.3","7.5",".477","13.0","25.6",".140",".440","12.5","93.2",".253"
