"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2012-10-31","0","DET","1","105","96","111.0","101.5","94.6",".291",".342",".589","55.6","71.8","12.7","4.8",".557","18.3","31.6",".215",".481","15.0","76.7",".253"
"2","2","2012-11-02","0","ATL","1","109","102","111.9","104.7","97.4",".322",".333",".530","61.7","57.9","8.2","3.2",".467","17.0","44.2",".278",".512","12.3","83.3",".176"
"3","3","2012-11-03","1","POR","0","85","95","82.7","92.5","93.0",".188",".271",".409","51.4","55.9","11.7","5.8",".380","14.8","27.1",".125",".473","14.0","80.0",".075"
"4","4","2012-11-07","1","DEN","0","87","93","93.5","99.9","93.1",".274",".393",".462","46.7","58.1","16.1","3.1",".417","16.1","32.7",".202",".494","18.7","62.8",".146"
"5","5","2012-11-09","0","MEM","0","85","93","94.9","103.9","89.5",".197",".355",".515","50.6","54.8","5.6","8.0",".467","19.5","26.7",".184",".404","8.0","64.7",".181"
"6","6","2012-11-10","1","DET","1","96","82","103.1","88.0","93.1",".317",".317",".514","48.3","69.7","10.7","5.0",".457","13.0","19.0",".256",".444","15.5","75.6",".138"
"7","7","2012-11-12","1","MIA","0","110","113","118.7","122.0","92.6",".413",".425",".582","47.6","69.4","5.4","8.8",".525","10.4","26.2",".325",".562","10.1","69.0",".146"
"8","8","2012-11-14","1","NOH","1","100","96","110.1","105.7","90.8",".275",".363",".558","51.3","52.8","3.3","11.7",".513","10.9","19.4",".225",".452","9.7","78.6",".238"
"9","9","2012-11-16","0","POR","0","117","119","116.2","118.2","91.2",".352",".284",".576","56.0","58.5","8.9","4.9",".517","15.0","37.2",".295",".570","13.2","75.6",".244"
"10","10","2012-11-18","0","LAL","0","108","119","108.3","119.3","99.7",".200",".256",".551","50.6","68.2","8.0","1.5",".539","13.3","25.6",".122",".594","11.8","77.5",".212"
"11","11","2012-11-19","0","UTA","0","91","102","93.6","104.9","97.2",".360",".244",".457","47.1","60.0","4.1","12.7",".390","12.3","26.8",".279",".451","12.1","70.8",".207"
"12","12","2012-11-21","1","CHI","1","93","89","94.8","90.7","98.1",".419",".257",".531","48.4","46.9","8.2","7.6",".480","20.8","23.8",".297",".411","11.9","68.6",".116"
"13","13","2012-11-23","1","NYK","1","131","103","131.5","103.4","99.6",".315",".281",".646","62.0","47.8","8.0","12.8",".596","12.1","31.4",".281",".529","14.0","86.4",".140"
"14","14","2012-11-27","1","TOR","1","117","101","124.5","107.5","94.0",".253",".313",".634","53.6","68.2","11.7","1.6",".608","13.2","30.0",".193",".535","14.9","75.0",".105"
"15","15","2012-11-28","0","OKC","0","98","120","103.2","126.4","94.9",".345",".241",".489","45.2","55.6","11.6","3.1",".460","13.8","34.0",".207",".592","13.4","59.5",".195"
"16","16","2012-12-01","1","UTA","1","124","116","126.5","118.3","98.0",".313",".265",".657","50.0","56.5","9.2","9.5",".620","14.5","27.8",".253",".569","12.4","70.0",".096"
"17","17","2012-12-04","1","LAL","1","107","105","108.3","106.3","98.8",".307",".337",".467","48.5","57.9","7.1","6.5",".411","8.0","35.6",".238",".500","15.5","65.9",".265"
"18","18","2012-12-07","0","SAS","0","92","114","89.2","110.5","103.2",".084",".347",".467","42.5","62.2","10.7","3.0",".447","15.4","18.5",".074",".586","15.5","81.8",".138"
"19","19","2012-12-08","1","DAL","0","109","116","108.2","115.1","100.8",".528",".486",".614","48.1","80.0","7.9","6.0",".569","17.6","12.1",".375",".527","10.5","75.0",".220"
"20","20","2012-12-10","1","SAS","0","126","134","111.2","118.3","102.6",".371",".309",".558","44.9","58.5","10.6","12.9",".505","11.0","20.4",".289",".598","15.5","82.9",".261"
"21","21","2012-12-12","1","WAS","1","99","93","99.9","93.8","99.1",".395",".316",".555","50.5","55.9","6.1","12.5",".507","16.8","14.3",".289",".433","11.7","80.4",".180"
"22","22","2012-12-14","1","BOS","1","101","89","107.4","94.7","94.0",".303",".355",".586","52.3","62.2","7.4","12.3",".553","16.5","17.9",".224",".447","11.5","80.9",".153"
"23","23","2012-12-16","0","TOR","0","96","103","102.0","109.4","94.1",".410",".295",".521","50.6","43.8","6.4","1.8",".455","11.5","17.4",".321",".506","6.9","87.8",".200"
"24","24","2012-12-17","0","NYK","1","109","96","110.6","97.4","98.6",".308",".372",".615","48.3","45.0","13.2","6.8",".577","16.1","15.8",".244",".483","14.9","73.5",".100"
"25","25","2012-12-19","1","PHI","1","125","103","134.4","110.8","93.0",".480",".360",".688","51.3","69.0","4.3","4.2",".633","9.9","21.9",".400",".483","9.9","70.8",".191"
"26","26","2012-12-22","1","MEM","1","121","96","125.5","99.6","96.4",".317",".341",".647","50.7","72.7","11.4","7.6",".610","13.8","23.7",".256",".544","18.2","78.4",".127"
"27","27","2012-12-25","0","CHI","1","120","97","130.4","105.4","92.0",".293",".244",".648","59.2","54.3","8.7","7.9",".610","9.8","29.4",".244",".482","10.7","83.3",".205"
"28","28","2012-12-26","0","MIN","1","87","84","93.1","89.9","93.5",".185",".383",".497","48.5","57.6","7.5","3.6",".463","15.4","15.6",".148",".423","13.3","76.9",".155"
"29","29","2012-12-28","0","SAS","0","116","122","111.1","116.8","104.5",".302",".372",".595","53.4","60.0","10.5","1.9",".587","19.8","28.6",".174",".649","17.8","87.1",".286"
"30","30","2012-12-29","1","OKC","0","94","124","85.4","112.6","110.1",".325",".361",".495","40.4","54.5","11.8","3.1",".446","20.2","12.8",".241",".548","16.8","71.4",".223"
"31","31","2012-12-31","1","ATL","1","123","104","123.7","104.6","99.5",".262",".345",".656","52.6","66.7","10.1","7.5",".631","8.8","11.1",".202",".544","13.1","90.0",".067"
"32","32","2013-01-02","1","NOH","1","104","92","112.6","99.6","92.4",".277",".289",".558","51.6","51.2","5.4","4.1",".524","10.6","25.6",".205",".450","9.2","73.1",".122"
"33","33","2013-01-04","0","MIL","1","115","101","113.4","99.6","101.4",".229",".398",".629","41.7","66.7","12.8","4.1",".620","17.2","20.0",".145",".483","20.5","61.4",".195"
"34","34","2013-01-05","0","CLE","1","112","104","117.3","108.9","95.5",".456",".430",".590","49.4","62.2","11.5","5.9",".544","15.2","30.8",".329",".434","11.2","64.6",".275"
"35","35","2013-01-08","1","LAL","1","125","112","121.8","109.1","102.6",".264",".287",".644","53.2","54.2","7.8","6.7",".615","15.6","24.3",".207",".549","14.2","78.6",".132"
"36","36","2013-01-09","0","NOH","0","79","88","88.8","98.9","89.0",".173",".360",".489","45.9","50.0","10.1","4.6",".460","21.4","25.0",".133",".446","14.9","64.4",".155"
"37","37","2013-01-11","0","BOS","0","91","103","98.3","111.3","92.6",".363",".413",".491","46.9","65.7","9.7","1.8",".494","13.1","25.5",".150",".576","15.7","76.5",".152"
"38","38","2013-01-12","0","PHI","0","100","107","102.6","109.8","97.5",".262",".381",".534","49.4","56.8","6.2","0.0",".488","14.6","20.5",".214",".529","10.3","80.5",".172"
"39","39","2013-01-15","1","LAC","0","109","117","117.8","126.4","92.6",".305",".451",".586","49.3","61.0","10.8","1.7",".579","13.9","32.4",".171",".609","15.2","68.8",".282"
"40","40","2013-01-16","0","DAL","0","100","105","98.7","103.6","101.4",".357",".321",".514","52.5","51.5","5.9","9.4",".458","14.1","20.0",".274",".413","8.7","79.6",".395"
"41","41","2013-01-18","0","IND","0","95","105","105.0","116.0","90.5",".193",".361",".528","46.8","61.8","7.7","14.7",".488","16.7","28.9",".169",".523","12.1","64.1",".161"
"42","42","2013-01-19","0","MIN","0","79","92","94.2","109.7","83.9",".359",".397",".437","53.8","56.0","9.5","4.0",".372","18.1","42.9",".269",".492","15.8","71.0",".453"
"43","43","2013-01-21","0","CHA","1","100","94","109.6","103.0","91.3",".554",".392",".543","54.0","69.0","7.7","4.5",".459","12.4","25.6",".432",".457","9.8","81.8",".247"
"44","44","2013-01-23","1","DEN","0","95","105","96.0","106.1","99.0",".157",".410",".535","48.1","64.9","8.1","10.8",".512","19.9","18.9",".120",".512","12.6","73.8",".198"
"45","45","2013-01-25","0","NOH","1","100","82","113.6","93.1","88.0",".366",".296",".607","56.4","67.6","9.1","11.7",".556","20.3","37.1",".296",".406","14.5","72.1",".213"
"46","46","2013-01-26","1","BRK","1","119","106","130.6","116.4","91.1",".310",".322",".602","61.7","72.1","6.6","6.8",".563","10.0","36.8",".241",".550","10.1","83.7",".225"
"47","47","2013-01-28","0","UTA","1","125","80","141.5","90.6","88.3",".202",".382",".645","53.0","57.4","13.6","6.3",".618","4.9","28.6",".169",".426","14.4","70.8",".136"
"48","48","2013-01-30","0","DEN","0","110","118","103.8","111.3","106.0",".432",".333",".571","51.2","56.4","10.4","11.1",".531","17.9","24.4",".296",".561","17.0","78.0",".317"
