"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-28","0","LAL","1","108","90","118.8","99.0","90.9",".685",".397",".568","56.6","71.0","7.7","4.3",".507","12.0","35.9",".466",".373","10.3","75.0",".392"
"2","2","2014-10-29","0","UTA","1","104","93","118.5","106.0","87.8",".182",".351",".625","50.7","45.0","8.0","9.5",".610","17.8","27.6",".130",".488","12.8","67.5",".173"
"3","3","2014-11-01","1","BOS","1","104","90","106.6","92.2","97.6",".526",".447",".556","52.7","62.5","9.2","11.0",".500","15.4","25.0",".368",".383","8.6","73.6",".153"
"4","4","2014-11-03","0","PHI","1","104","93","111.9","100.1","92.9",".400",".453",".590","60.3","84.4","12.9","11.5",".533","19.2","34.2",".320",".520","16.8","85.0",".216"
"5","5","2014-11-04","0","MIA","1","108","91","127.2","107.2","84.9",".397",".544",".676","52.8","62.9","9.4","10.9",".640","16.7","30.0",".309",".500","14.9","69.0",".230"
"6","6","2014-11-06","1","SAS","1","98","81","101.4","83.8","96.6",".458",".375",".566","51.8","52.9","7.2","8.6",".542","19.5","21.6",".278",".356","12.5","75.0",".189"
"7","7","2014-11-08","1","GSW","0","87","98","86.3","97.2","100.8",".244",".488",".457","46.0","43.3","13.9","0.0",".407","18.8","29.1",".198",".500","21.6","66.7",".126"
"8","8","2014-11-12","0","MIN","1","113","101","119.4","106.7","94.7",".213",".315",".580","49.4","58.1","7.4","10.1",".556","11.8","28.9",".157",".481","12.1","75.0",".284"
"9","9","2014-11-14","1","PHI","1","88","87","90.5","89.5","97.2",".474",".436",".467","50.5","55.2","17.5","18.6",".417","18.2","28.9",".295",".469","20.7","70.8",".150"
"10","10","2014-11-16","0","OKC","1","69","65","84.6","79.7","81.6",".375",".438",".370","54.5","47.8","6.1","12.2",".331","13.1","39.3",".200",".316","15.7","74.4",".324"
"11","11","2014-11-17","0","MEM","0","93","119","99.2","126.9","93.8",".269",".436",".533","47.9","70.6","6.4","5.8",".487","19.4","26.3",".218",".576","9.5","71.4",".233"
