"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","0","CLE","0","94","98","101.8","106.2","92.3",".293",".293",".508","43.5","72.7","8.7","11.6",".457","13.9","22.0",".232",".446","10.0","63.6",".274"
"2","2","2013-11-01","1","MIA","1","101","100","108.6","107.5","93.0",".574",".235",".593","57.1","63.6","5.4","9.4",".544","17.4","21.2",".397",".530","15.3","89.2",".433"
"3","3","2013-11-03","0","ORL","0","86","107","89.4","111.2","96.2",".169",".191",".450","43.8","67.6","5.2","11.1",".404","11.2","21.2",".157",".511","13.2","70.5",".180"
"4","4","2013-11-05","1","UTA","1","104","88","111.7","94.5","93.1",".410",".141",".565","45.3","57.5","11.8","4.7",".538","14.0","28.2",".256",".402","17.4","59.6",".268"
"5","5","2013-11-08","0","WAS","0","108","112","101.1","104.8","96.8",".330",".273",".536","58.6","56.1","10.3","4.7",".500","17.2","27.5",".227",".523","13.9","85.1",".227"
"6","6","2013-11-09","1","IND","0","91","96","102.1","107.7","89.1",".211",".250",".548","47.5","57.1","10.1","3.0",".513","15.3","18.4",".171",".506","12.8","73.8",".188"
"7","7","2013-11-13","0","SAC","0","86","107","89.1","110.9","96.5",".329",".159",".458","51.0","45.2","2.1","10.0",".396","13.8","20.8",".256",".479","5.4","77.8",".181"
"8","8","2013-11-15","0","PHO","1","100","98","105.2","103.1","86.1",".333",".138",".501","53.8","36.8","8.4","7.8",".448","10.7","29.8",".253",".494","15.1","79.5",".253"
"9","9","2013-11-16","0","LAC","0","103","110","111.1","118.7","92.7",".388",".271",".517","43.3","66.7","7.6","1.9",".476","10.0","29.6",".259",".584","15.9","63.9",".260"
"10","10","2013-11-18","1","POR","0","98","108","109.6","120.7","89.5",".412",".153",".488","46.5","38.7","10.1","6.9",".382","6.5","27.5",".388",".592","14.1","74.3",".237"
"11","11","2013-11-20","0","CHA","0","91","95","102.8","107.3","88.5",".373",".284",".583","46.8","65.6","6.8","7.4",".545","17.9","20.0",".269",".475","13.7","63.8",".222"
"12","12","2013-11-22","0","MIN","0","81","111","86.0","117.8","94.2",".256",".205",".467","50.0","22.6","5.3","3.3",".429","18.7","25.0",".179",".469","6.9","68.5",".206"
"13","13","2013-11-24","1","DET","0","97","109","106.4","119.5","91.2",".234",".338",".571","44.3","65.7","6.6","3.2",".545","16.7","20.5",".169",".506","8.4","67.5",".350"
"14","14","2013-11-26","0","TOR","1","102","100","114.1","111.9","89.4",".286",".182",".588","53.4","64.1","7.8","5.8",".532","14.8","30.6",".260",".506","14.6","75.7",".269"
"15","15","2013-11-27","1","LAL","0","94","99","102.8","108.3","91.4",".313",".361",".498","47.8","67.7","6.6","18.2",".440","11.3","22.9",".253",".476","9.6","75.0",".212"
"16","16","2013-11-29","0","HOU","0","95","114","103.9","124.7","91.4",".258",".247",".479","51.8","64.9","10.9","7.1",".449","10.0","30.6",".169",".655","16.2","80.6",".230"
"17","17","2013-11-30","0","MEM","1","97","88","111.8","101.4","86.8",".356",".247",".574","54.2","61.8","6.9","6.5",".527","12.4","22.9",".274",".513","13.6","83.8",".117"
"18","18","2013-12-03","1","DEN","0","87","111","98.1","125.1","88.7",".453",".213",".484","39.8","50.0","7.9","6.0",".413","10.9","22.0",".333",".547","9.3","60.5",".212"
"19","19","2013-12-05","1","NYK","0","83","113","99.4","135.3","83.5",".425",".219",".479","53.8","37.9","3.6","6.0",".425","15.6","39.5",".288",".675","12.8","74.1",".117"
"20","20","2013-12-07","0","MIL","1","90","82","110.9","101.1","81.1",".311",".243",".535","53.2","47.1","7.4","11.3",".493","8.7","28.2",".230",".459","11.7","78.9",".205"
"21","21","2013-12-10","1","BOS","1","104","96","120.5","111.2","86.3",".400",".171",".632","54.5","48.7","4.6","3.4",".579","13.6","24.2",".329",".506","9.2","77.3",".188"
"22","22","2013-12-12","1","LAC","1","102","93","108.0","98.4","94.5",".405",".270",".585","49.4","54.5","5.3","0.0",".500","13.0","12.8",".378",".414","13.1","80.4",".500"
