"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2012-11-02","1","MIA","1","104","84","117.6","95.0","88.4",".179",".429",".574","50.0","75.0","11.3","0.0",".542","11.7","27.7",".155",".514","21.5","80.0",".155"
"2","2","2012-11-04","1","PHI","1","100","84","111.7","93.8","89.6",".234",".351",".589","48.8","46.2","13.4","8.1",".578","14.2","20.5",".143",".481","17.8","75.6",".101"
"3","3","2012-11-05","0","PHI","1","110","88","124.5","99.6","88.3",".226",".381",".595","44.9","61.5","7.9","7.8",".542","7.0","20.5",".226",".384","11.8","64.8",".256"
"4","4","2012-11-09","1","DAL","1","104","94","106.1","95.9","98.0",".452",".262",".516","46.2","48.6","12.2","7.5",".464","8.2","21.2",".310",".457","18.0","78.0",".247"
"5","5","2012-11-13","0","ORL","1","99","89","109.2","98.1","90.7",".131",".286",".557","42.5","36.6","12.1","1.6",".542","9.2","15.4",".095",".527","19.5","73.5",".133"
"6","6","2012-11-15","0","SAS","1","104","100","115.0","110.5","90.5",".267",".302",".541","46.1","43.6","6.6","10.3",".517","6.8","22.2",".174",".483","9.4","70.5",".184"
"7","7","2012-11-16","0","MEM","0","95","105","111.1","122.8","85.5",".292",".264",".585","49.3","48.6","8.2","9.8",".549","13.8","30.3",".222",".520","13.5","66.7",".342"
"8","8","2012-11-18","1","IND","1","88","76","100.2","86.5","87.8",".211",".278",".447","50.5","57.6","10.2","7.8",".406","7.5","28.3",".167",".451","19.4","78.6",".169"
"9","9","2012-11-20","0","NOH","1","102","80","119.1","93.4","85.6",".229",".434",".558","57.6","51.4","7.0","5.9",".530","9.9","29.5",".169",".478","14.2","87.8",".203"
"10","10","2012-11-21","0","DAL","0","111","114","117.6","120.8","94.4",".286",".403",".640","46.8","64.1","10.6","3.6",".604","13.9","13.9",".234",".571","12.1","74.4",".200"
"11","11","2012-11-23","0","HOU","0","103","131","103.4","131.5","99.6",".163",".453",".559","38.0","59.5","8.0","14.1",".529","14.0","13.6",".140",".596","12.1","68.6",".281"
"12","12","2012-11-25","1","DET","1","121","100","131.0","108.2","92.4",".392",".418",".653","49.3","63.2","14.1","6.9",".589","10.6","26.3",".354",".532","17.8","73.0",".218"
"13","13","2012-11-26","0","BRK","0","89","96","99.2","107.0","81.3",".282",".247",".466","50.0","42.4","10.0","3.2",".424","12.8","34.7",".200",".456","10.8","64.7",".143"
"14","14","2012-11-28","0","MIL","1","102","88","113.3","97.7","90.0",".342",".288",".607","51.4","51.4","12.2","1.7",".555","14.3","20.5",".288",".493","17.3","85.7",".236"
"15","15","2012-11-30","1","WAS","1","108","87","119.8","96.5","90.2",".185",".358",".616","43.2","55.8","7.8","1.7",".605","8.4","9.4",".123",".481","16.3","69.0",".154"
"16","16","2012-12-02","1","PHO","1","106","99","118.7","110.9","89.3",".189",".322",".544","48.9","52.5","7.8","8.8",".511","6.7","32.0",".156",".538","16.1","71.1",".163"
"17","17","2012-12-05","0","CHA","1","100","98","111.4","109.2","89.8",".141",".446",".512","41.9","59.0","10.0","11.9",".495","7.6","20.8",".098",".512","11.8","68.4",".157"
"18","18","2012-12-06","0","MIA","1","112","92","120.2","98.7","93.2",".209",".484",".564","51.7","48.8","9.7","6.7",".549","6.6","23.4",".132",".461","13.7","83.3",".289"
"19","19","2012-12-08","0","CHI","0","85","93","92.1","100.8","92.3",".333",".274",".441","46.0","51.9","10.8","9.2",".369","13.5","27.5",".274",".481","18.1","72.2",".231"
"20","20","2012-12-09","1","DEN","1","112","106","118.1","111.8","94.8",".430",".349",".548","49.4","54.1","9.5","3.6",".500","8.1","27.1",".302",".590","15.9","83.9",".292"
"21","21","2012-12-11","0","BRK","1","100","97","120.0","116.4","83.3",".231",".359",".582","48.6","55.6","6.0","4.0",".551","10.4","25.0",".179",".559","12.0","78.1",".309"
"22","22","2012-12-13","1","LAL","1","116","107","124.8","115.1","92.9",".380",".316",".629","42.9","59.5","10.8","4.3",".608","6.1","11.1",".253",".488","11.8","70.7",".298"
"23","23","2012-12-15","1","CLE","1","103","102","114.8","113.7","89.7",".271",".412",".541","47.7","70.3","5.6","10.3",".512","8.6","26.5",".188",".543","11.8","75.7",".159"
"24","24","2012-12-17","1","HOU","0","96","109","97.4","110.6","98.6",".178",".344",".495","51.7","38.5","8.1","4.1",".483","14.9","26.5",".100",".577","16.1","84.2",".244"
"25","25","2012-12-19","1","BRK","1","100","86","121.4","104.4","82.4",".205",".349",".553","50.6","50.0","8.5","9.4",".524","7.2","28.2",".157",".513","12.8","73.7",".077"
"26","26","2012-12-21","1","CHI","0","106","110","107.3","111.4","98.8",".275",".286",".520","44.0","36.8","11.1","4.6",".462","8.9","20.4",".242",".494","14.1","71.4",".337"
