"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","0","HOU","0","83","96","92.7","107.2","89.6",".222",".111",".420","40.7","42.4","8.9","11.8",".389","6.6","23.1",".144",".533","17.2","64.1",".197"
"2","2","2013-11-01","1","CLE","1","90","84","94.1","87.9","95.6",".466",".164",".512","46.8","63.6","7.3","12.1",".473","14.6","13.9",".288",".405","15.4","74.4",".190"
"3","3","2013-11-02","0","NOP","0","84","105","90.3","112.9","93.0",".450",".263",".438","48.8","43.3","8.6","6.5",".394","11.9","28.6",".263",".540","16.3","77.1",".320"
"4","4","2013-11-05","0","NYK","1","102","97","110.6","105.1","92.3",".592",".296",".570","60.7","56.7","9.8","9.3",".479","19.7","42.1",".479",".476","13.2","76.1",".232"
"5","5","2013-11-06","1","TOR","1","92","90","111.1","108.6","82.8",".411",".205",".534","49.3","66.7","6.0","12.7",".514","8.5","27.0",".233",".487","12.3","71.1",".165"
"6","6","2013-11-08","1","NYK","0","91","101","101.4","112.5","89.8",".395",".211",".510","52.6","41.9","4.5","12.5",".434","13.6","28.6",".329",".533","11.3","72.1",".056"
"7","7","2013-11-11","1","ATL","0","94","103","100.0","109.5","94.0",".358",".160",".501","49.4","66.7","4.3","0.0",".438","13.0","22.2",".284",".526","12.8","83.3",".303"
"8","8","2013-11-13","0","BOS","1","89","83","97.8","91.2","91.0",".366",".146",".467","52.6","53.3","8.8","8.9",".384","10.4","25.5",".317",".422","14.6","79.2",".234"
"9","9","2013-11-15","0","CLE","1","86","80","95.6","88.9","90.0",".250",".250",".484","52.2","71.9","8.9","12.5",".450","15.3","26.7",".175",".430","14.8","77.8",".152"
"10","10","2013-11-16","1","MIA","0","81","97","93.6","112.1","86.5",".241",".325",".441","45.6","69.0","5.8","5.6",".398","8.0","21.3",".181",".551","15.9","81.3",".304"
