"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","1","BOS","1","93","87","101.6","95.1","91.5",".267",".198",".484","59.3","39.5","9.8","11.3",".471","15.0","42.2",".140",".508","21.8","80.6",".303"
"2","2","2013-11-01","0","ATL","0","95","102","101.4","108.9","93.6",".159",".261",".504","53.2","37.5","5.3","11.1",".494","11.3","25.0",".091",".532","12.5","82.1",".260"
"3","3","2013-11-02","0","MIL","1","97","90","102.1","94.7","95.0",".487",".295",".512","61.2","61.3","6.3","0.0",".442","15.2","36.0",".359",".476","12.4","87.5",".119"
"4","4","2013-11-05","1","MIA","0","95","104","109.4","119.7","86.9",".458",".292",".549","51.3","48.4","4.6","1.7",".472","14.8","31.7",".375",".554","11.0","73.0",".145"
"5","5","2013-11-06","0","CHA","0","90","92","108.6","111.1","82.8",".190",".203",".526","50.7","51.4","2.4","5.2",".487","12.3","28.9",".165",".514","8.5","73.0",".233"
"6","6","2013-11-08","0","IND","0","84","91","97.3","105.4","86.3",".198",".222",".477","52.5","50.0","8.1","10.5",".432","14.6","34.1",".173",".500","15.0","75.0",".167"
"7","7","2013-11-09","1","UTA","1","115","91","129.7","102.6","88.7",".349",".301",".600","51.9","57.5","9.0","6.8",".542","11.1","34.2",".301",".461","13.8","69.2",".260"
"8","8","2013-11-11","0","HOU","0","104","110","92.8","98.2","92.7",".237",".219",".413","46.4","26.3","10.7","8.6",".368","9.4","30.3",".175",".482","18.0","70.5",".345"
"9","9","2013-11-13","0","MEM","1","103","87","115.7","97.7","89.0",".582",".224",".612","48.1","45.2","13.5","9.8",".522","13.4","23.7",".493",".463","16.0","71.8",".134"
"10","10","2013-11-15","1","CHI","0","80","96","86.8","104.1","92.2",".268",".256",".436","47.3","65.5","8.7","9.4",".384","14.9","22.9",".207",".494","14.5","74.4",".213"
"11","11","2013-11-17","1","POR","0","110","118","105.3","112.9","94.6",".330",".181",".511","52.6","40.5","5.7","4.5",".463","12.9","32.6",".245",".520","12.2","70.6",".152"
"12","12","2013-11-20","0","PHI","1","108","98","110.1","99.9","98.1",".326",".337",".549","45.1","66.7","7.1","16.1",".500","9.2","18.0",".256",".493","18.2","78.0",".303"
"13","13","2013-11-22","1","WAS","1","96","88","105.7","96.9","90.8",".295",".231",".545","54.1","59.5","5.5","11.6",".506","13.7","30.2",".218",".453","13.2","78.6",".116"
"14","14","2013-11-26","1","BRK","0","100","102","111.9","114.1","89.4",".282",".333",".570","46.6","52.9","4.5","1.6",".506","14.6","24.3",".269",".532","14.8","69.4",".260"
"15","15","2013-11-29","1","MIA","0","83","90","88.2","95.6","94.1",".438",".411",".477","54.4","57.1","8.5","9.3",".438","16.3","23.3",".260",".533","18.9","91.7",".118"
"16","16","2013-12-01","1","DEN","0","98","112","104.2","119.1","94.0",".299",".253",".498","47.2","51.4","8.5","9.4",".448","11.7","29.8",".230",".563","13.6","66.7",".161"
"17","17","2013-12-03","0","GSW","0","103","112","112.3","122.1","91.7",".234",".260",".606","51.4","42.5","6.5","4.0",".571","17.5","25.0",".195",".582","11.8","76.3",".253"
"18","18","2013-12-06","0","PHO","0","97","106","106.4","116.3","91.2",".287",".218",".495","40.4","42.9","7.7","8.5",".431","7.5","23.9",".253",".506","14.3","58.1",".280"
"19","19","2013-12-08","0","LAL","1","106","94","110.3","97.8","96.1",".305",".317",".570","48.7","47.5","11.4","7.8",".512","10.6","15.8",".268",".487","17.8","80.0",".215"
"20","20","2013-12-10","1","SAS","0","103","116","109.9","123.8","93.7",".229",".277",".564","51.4","60.5","6.4","5.1",".518","15.7","28.2",".205",".628","13.6","77.1",".159"
"21","21","2013-12-13","1","PHI","1","108","100","112.4","104.1","96.1",".293",".305",".583","52.8","61.5","8.3","8.2",".537","13.9","25.0",".244",".494","15.4","75.5",".202"
"22","22","2013-12-14","0","CHI","1","99","77","106.6","82.9","92.9",".217",".181",".544","51.2","65.0","5.4","16.2",".512","10.8","18.4",".169",".395","14.1","78.3",".105"
"23","23","2013-12-18","1","CHA","0","102","104","98.9","100.8","93.4",".208",".271",".487","55.6","53.7","9.7","6.1",".458","12.5","32.7",".146",".506","17.2","82.9",".272"
"24","24","2013-12-20","0","DAL","1","109","108","111.5","110.4","88.6",".198",".231",".551","50.5","40.5","9.2","4.3",".522","13.2","29.2",".154",".560","13.6","74.4",".066"
"25","25","2013-12-22","0","OKC","1","104","98","107.2","101.0","97.1",".319",".220",".501","47.2","61.1","7.2","3.8",".440","11.1","26.1",".264",".414","17.1","69.8",".461"
"26","26","2013-12-23","0","SAS","0","99","112","105.2","119.0","94.1",".309",".259",".538","44.4","56.8","4.2","7.4",".500","12.4","24.4",".222",".500","11.2","64.4",".231"
"27","27","2013-12-27","0","NYK","1","95","83","107.9","94.3","88.0",".452",".384",".543","54.3","67.7","6.8","6.7",".493","15.5","34.1",".315",".443","15.3","72.9",".165"
"28","28","2013-12-28","1","NYK","1","115","100","122.7","106.7","93.7",".425",".400",".606","54.9","63.9","8.5","6.8",".544","12.8","30.2",".350",".531","13.6","82.1",".188"
"29","29","2013-12-31","0","CHI","1","85","79","92.4","85.9","92.0",".449",".203",".514","49.4","55.2","5.4","8.2",".449","15.4","16.3",".333",".378","14.1","80.4",".207"
"30","30","2014-01-01","1","IND","1","95","82","100.8","87.0","94.3",".295",".244",".539","52.0","79.4","12.7","6.7",".481","16.2","23.7",".256",".466","21.0","81.1",".176"
"31","31","2014-01-03","0","WAS","1","101","88","119.3","103.9","84.7",".165",".278",".596","44.0","72.5","9.4","5.7",".576","12.4","27.8",".127",".439","16.0","59.0",".195"
"32","32","2014-01-05","0","MIA","0","97","102","110.0","115.7","88.2",".273",".286",".562","44.7","61.5","5.7","10.0",".552","13.1","20.0",".156",".488","9.7","65.9",".284"
