"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-29","0","NYK","1","104","80","119.6","92.0","87.0",".423",".338",".618","55.3","58.3","10.3","5.9",".556","15.1","29.4",".352",".382","10.6","72.5",".176"
"2","2","2014-10-31","1","CLE","0","108","114","106.9","112.8","91.5",".189",".344",".554","44.7","61.0","4.0","15.7",".528","16.3","25.6",".144",".409","7.1","60.8",".279"
"3","3","2014-11-01","0","MIN","1","106","105","113.7","112.6","93.3",".580",".333",".612","47.5","45.5","3.2","11.0",".543","13.9","14.7",".449",".471","9.2","71.7",".294"
"4","4","2014-11-04","1","ORL","1","98","90","110.7","101.7","88.5",".360",".200",".564","47.8","65.7","6.8","12.2",".513","12.1","22.7",".280",".466","10.5","70.8",".091"
"5","5","2014-11-05","0","MIL","1","95","86","103.2","93.4","92.1",".411",".219",".551","45.7","70.6","8.7","4.1",".500","15.7","17.9",".301",".388","12.5","66.0",".191"
"6","6","2014-11-07","0","PHI","1","118","115","124.9","121.7","94.5",".436",".308",".635","48.8","62.5","4.2","9.8",".590","15.5","32.4",".333",".538","10.5","62.2",".187"
"7","7","2014-11-08","1","BOS","0","101","106","108.4","113.7","93.2",".163",".196",".512","45.8","61.9","5.4","3.2",".500","7.5","22.4",".098",".562","11.8","79.4",".185"
"8","8","2014-11-10","1","DET","1","102","91","106.4","94.9","95.9",".227",".227",".527","51.6","56.4","6.3","12.1",".483","9.4","19.6",".193",".469","14.2","81.6",".200"
"9","9","2014-11-13","0","TOR","1","100","93","105.3","97.9","95.0",".416",".195",".549","55.8","70.3","7.4","10.9",".506","17.3","34.2",".286",".438","12.5","72.9",".169"
"10","10","2014-11-15","1","IND","0","90","99","98.7","108.5","91.2",".277",".205",".483","42.5","51.4","6.6","11.9",".446","12.3","21.7",".193",".526","13.7","70.6",".234"
"11","11","2014-11-17","0","LAC","1","105","89","116.5","98.7","90.1",".313",".325",".577","52.9","71.8","7.8","3.4",".550","8.1","22.5",".213",".488","11.7","80.0",".123"
"12","12","2014-11-20","0","SAC","0","88","103","97.7","114.3","90.1",".190",".226",".483","51.2","63.9","6.7","5.9",".458","13.3","28.3",".131",".541","13.1","80.6",".311"
"13","13","2014-11-21","0","POR","0","87","105","89.3","107.8","97.4",".337",".265",".456","51.1","46.7","9.2","3.2",".410","12.8","21.6",".229",".551","16.1","86.0",".228"
"14","14","2014-11-24","0","UTA","1","97","95","108.0","105.8","89.8",".319",".278",".591","46.1","55.6","10.0","3.9",".563","16.3","18.9",".222",".506","12.6","71.8",".093"
"15","15","2014-11-25","0","DEN","0","109","114","114.9","120.2","94.8",".451",".256",".555","45.1","57.1","9.5","5.8",".470","10.9","26.2",".390",".553","12.6","65.0",".235"
"16","16","2014-11-28","0","BOS","1","109","102","110.2","103.1","98.9",".411",".189",".513","55.3","48.6","5.1","18.6",".439","10.9","37.5",".333",".435","11.0","73.9",".239"
"17","17","2014-11-30","0","BRK","1","102","84","106.6","87.8","95.7",".493",".348",".607","59.5","55.9","6.3","6.9",".543","18.5","20.6",".391",".384","9.4","86.0",".209"
"18","18","2014-12-02","1","DAL","0","129","132","112.8","115.5","94.6",".330",".252",".547","53.1","80.9","4.4","8.3",".495","13.2","30.6",".262",".534","10.9","75.5",".225"
"19","19","2014-12-03","0","CHO","1","102","95","106.7","99.4","95.6",".263",".350",".571","53.8","73.0","4.2","1.3",".538","11.0","10.3",".200",".411","4.8","86.5",".233"
"20","20","2014-12-06","1","GSW","0","102","112","107.9","118.5","94.5",".325",".253",".538","55.6","66.7","6.3","5.1",".476","18.8","40.5",".277",".517","9.9","68.8",".225"
"21","21","2014-12-10","1","BRK","1","105","80","114.5","87.2","91.7",".405",".278",".564","56.4","56.8","6.5","14.9",".519","13.9","34.1",".291",".347","10.0","73.7",".216"
"22","22","2014-12-12","1","POR","1","115","106","127.7","117.7","90.0",".318",".170",".573","56.0","40.9","5.6","4.7",".528","6.5","35.0",".250",".557","9.7","75.0",".091"
"23","23","2014-12-14","0","MIA","1","93","75","106.6","85.9","87.3",".296",".254",".580","52.4","63.6","4.6","13.8",".528","19.1","22.9",".254",".375","12.9","73.5",".188"
"24","24","2014-12-15","0","ATL","0","86","93","91.8","99.2","93.7",".151",".312",".434","58.8","51.4","3.2","9.7",".409","12.4","30.0",".108",".476","9.0","89.4",".169"
"25","25","2014-12-18","1","NYK","1","103","97","119.7","112.7","86.0",".400",".307",".584","43.8","67.6","10.5","11.0",".533","11.1","28.9",".307",".500","15.0","60.0",".183"
"26","26","2014-12-19","0","MEM","1","103","97","115.2","108.5","89.4",".452",".356",".588","53.1","53.1","2.2","3.7",".507","9.3","20.5",".397",".404","3.7","75.4",".223"
"27","27","2014-12-22","1","TOR","1","129","120","135.4","125.9","95.3",".635",".162",".681","52.6","50.0","4.2","18.6",".581","13.7","38.7",".581",".485","5.8","61.7",".230"
"28","28","2014-12-23","0","WAS","1","99","91","103.6","95.2","95.6",".282",".200",".518","55.9","51.3","5.2","8.8",".488","9.5","19.0",".188",".455","7.7","86.3",".112"
"29","29","2014-12-25","1","LAL","1","113","93","130.3","107.3","86.7",".291",".279",".582","59.4","64.3","1.2","9.2",".547","11.8","46.5",".221",".418","3.8","69.8",".174"
"30","30","2014-12-27","1","NOP","1","107","100","113.1","105.7","94.6",".247",".225",".542","54.9","46.3","8.5","8.1",".494","11.6","35.7",".213",".489","13.6","75.0",".159"
"31","31","2014-12-29","0","IND","1","92","90","98.7","96.6","93.2",".393",".155",".467","51.1","58.6","8.6","10.0",".375","9.2","27.5",".345",".464","12.4","82.1",".157"
"32","32","2014-12-30","1","BRK","0","82","96","91.5","107.2","89.6",".174",".291",".443","51.1","66.7","5.6","15.9",".430","11.5","26.5",".093",".470","9.8","77.8",".217"
"33","33","2015-01-01","1","DEN","1","106","101","112.2","106.9","94.4",".275",".165",".520","44.7","57.9","7.4","23.1",".462","6.4","24.5",".242",".429","10.4","66.0",".239"
"34","34","2015-01-03","1","BOS","1","109","104","101.0","96.3","97.8",".400",".280",".463","56.7","51.4","9.3","10.8",".400","12.0","40.7",".290",".475","16.0","77.8",".090"
