"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-29","1","CHI","1","107","95","110.2","97.9","97.1",".403",".278",".631","49.4","70.3","10.3","12.3",".590","17.5","14.3",".306",".464","16.2","76.1",".217"
"2","2","2013-10-30","0","PHI","0","110","114","110.8","114.8","99.3",".153",".471",".606","43.7","71.4","7.0","0.0",".588","17.3","17.9",".118",".588","16.6","75.0",".250"
"3","3","2013-11-01","0","BRK","0","100","101","107.5","108.6","93.0",".537",".209",".604","42.9","75.0","10.8","3.8",".530","15.3","10.8",".433",".544","17.4","78.8",".397"
"4","4","2013-11-03","1","WAS","1","103","93","117.4","106.0","87.8",".386",".386",".629","43.8","86.5","10.3","11.5",".607","16.3","25.0",".257",".500","18.3","58.5",".134"
"5","5","2013-11-05","0","TOR","1","104","95","119.7","109.4","86.9",".169",".277",".583","48.7","75.6","8.1","7.8",".554","11.0","27.0",".145",".472","14.8","68.3",".375"
"6","6","2013-11-07","1","LAC","1","102","97","113.7","108.1","89.7",".465",".225",".596","44.1","71.1","6.7","6.1",".570","15.8","21.6",".296",".548","17.1","71.0",".233"
"7","7","2013-11-09","1","BOS","0","110","111","120.2","121.3","91.5",".479",".141",".640","44.3","63.4","4.4","10.3",".613","10.4","12.5",".324",".573","11.3","71.1",".101"
"8","8","2013-11-12","1","MIL","1","118","95","122.8","98.9","96.1",".304",".291",".659","54.1","63.0","9.4","14.3",".658","12.7","16.1",".177",".487","16.9","81.4",".228"
"9","9","2013-11-15","1","DAL","1","110","104","111.5","105.4","98.6",".405",".176",".631","50.0","42.5","19.3","10.9",".574","15.5","12.5",".338",".581","22.4","83.3",".243"
"10","10","2013-11-16","0","CHA","1","97","81","112.1","93.6","86.5",".333",".217",".613","54.4","51.4","5.8","14.3",".551","15.9","18.8",".304",".398","8.0","78.7",".181"
"11","11","2013-11-19","1","ATL","1","104","88","114.6","97.0","90.7",".235",".259",".582","48.7","63.4","14.3","8.0",".568","14.4","27.8",".148",".520","22.9","67.5",".149"
"12","12","2013-11-20","0","ORL","1","120","92","128.5","98.5","93.4",".432",".324",".681","61.5","71.1","12.8","14.3",".615","19.3","40.0",".392",".514","23.0","80.0",".268"
