"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2012-10-30","1","WAS","1","94","84","106.9","95.5","87.9",".278",".253",".530","58.1","61.1","8.0","8.6",".500","18.4","46.2",".190",".400","10.8","66.7",".133"
"2","2","2012-11-02","1","CHI","0","86","115","91.5","122.3","94.0",".342",".253",".473","44.6","71.9","7.4","1.7",".456","15.8","23.4",".177",".667","17.1","81.5",".333"
"3","3","2012-11-03","0","MIL","0","102","105","102.6","105.7","99.4",".349",".193",".533","53.2","48.7","9.1","0.0",".506","13.5","20.9",".217",".576","14.5","91.7",".177"
"4","4","2012-11-05","0","LAC","1","108","101","112.5","105.2","96.0",".239",".315",".531","53.1","60.0","12.5","4.1",".511","14.3","38.3",".152",".588","23.6","73.5",".189"
"5","5","2012-11-07","0","GSW","0","96","106","99.2","109.5","96.8",".244",".372",".504","47.0","55.6","7.2","1.7",".483","14.4","22.9",".151",".571","15.4","80.0",".218"
"6","6","2012-11-09","0","PHO","0","105","107","107.2","109.2","98.0",".351",".273",".591","48.1","51.4","11.2","6.3",".539","18.4","23.1",".286",".506","15.1","71.4",".309"
"7","7","2012-11-11","0","OKC","0","91","106","95.2","110.9","95.6",".277",".277",".489","46.8","55.9","11.5","0.0",".452","11.4","21.3",".193",".596","20.3","86.7",".260"
"8","8","2012-11-13","0","BRK","0","101","114","113.6","128.2","88.9",".299",".161",".513","47.3","42.1","11.2","0.0",".454","10.9","37.2",".253",".578","12.5","61.3",".325"
"9","9","2012-11-17","1","DAL","0","95","103","100.1","108.5","95.0",".208",".260",".453","47.5","58.3","12.6","7.8",".417","9.5","27.7",".156",".581","19.5","75.8",".230"
"10","10","2012-11-18","0","PHI","0","79","86","93.7","102.0","84.3",".179",".238",".436","53.9","46.7","7.1","6.7",".387","14.2","36.0",".167",".481","11.4","76.9",".113"
"11","11","2012-11-21","1","PHI","1","92","83","103.6","93.4","88.8",".163",".267",".499","58.5","48.6","3.4","8.7",".483","14.8","34.9",".105",".384","6.8","78.4",".198"
"12","12","2012-11-23","0","ORL","0","104","108","115.4","119.8","90.1",".345",".299",".519","51.4","51.4","8.9","1.7",".471","11.5","41.5",".253",".569","16.9","63.6",".213"
