"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-28","1","DAL","1","101","100","117.3","116.1","86.1",".229",".400",".656","53.5","62.2","5.8","5.3",".629","20.6","27.3",".186",".538","10.4","76.3",".205"
"2","2","2014-10-31","0","PHO","0","89","94","96.2","101.6","92.5",".295",".321",".505","47.4","62.5","3.2","4.3",".462","12.0","11.6",".218",".414","6.6","76.9",".253"
"3","3","2014-11-05","1","ATL","1","94","92","99.5","97.3","94.5",".551",".246",".548","57.5","80.6","7.4","13.4",".486","18.1","28.9",".391",".457","11.8","79.6",".087"
"4","4","2014-11-06","0","HOU","0","81","98","83.8","101.4","96.6",".211",".222",".412","48.2","54.8","12.4","2.2",".356","12.5","25.0",".189",".542","19.5","78.4",".278"
"5","5","2014-11-08","1","NOP","0","99","100","107.6","108.7","92.0",".363",".225",".534","62.0","41.7","4.3","10.9",".481","16.3","41.5",".275",".518","10.8","84.2",".141"
"6","6","2014-11-10","0","LAC","1","89","85","100.9","96.3","88.2",".325",".229",".469","47.0","60.6","12.5","7.7",".410","7.8","21.7",".253",".480","15.5","78.4",".189"
"7","7","2014-11-11","0","GSW","1","113","100","116.6","103.2","96.9",".161",".269",".567","48.6","60.9","9.3","2.0",".548","7.4","17.8",".118",".593","19.4","96.6",".243"
"8","8","2014-11-14","0","LAL","1","93","80","104.2","89.6","89.2",".250",".288",".524","48.9","84.8","10.1","3.2",".475","10.1","16.7",".213",".387","12.8","77.1",".293"
"9","9","2014-11-15","0","SAC","0","91","94","97.5","100.7","93.3",".225",".300",".518","47.5","70.6","6.4","10.8",".469","13.7","17.1",".200",".430","8.5","79.5",".233"
"10","10","2014-11-17","1","PHI","1","100","75","100.6","75.4","99.5",".259",".321",".554","57.1","75.0","9.0","14.0",".506","15.9","15.0",".222",".349","12.2","90.2",".205"
"11","11","2014-11-19","0","CLE","1","92","90","101.9","99.7","90.2",".338",".216",".541","52.5","74.3","12.2","6.2",".507","15.0","26.3",".230",".488","15.3","76.2",".108"
"12","12","2014-11-21","0","MIN","1","121","92","125.3","95.3","96.6",".214",".250",".658","60.9","56.5","6.2","14.3",".625","17.9","37.8",".190",".433","9.9","78.0",".156"
"13","13","2014-11-22","1","BRK","1","99","87","108.6","95.4","91.2",".139",".266",".590","52.2","70.7","7.7","14.1",".570","14.3","16.2",".114",".423","10.3","76.4",".110"
"14","14","2014-11-26","1","IND","1","106","100","110.9","104.6","95.6",".392",".203",".611","55.6","51.2","8.4","7.6",".588","14.7","21.6",".257",".517","11.2","84.1",".115"
"15","15","2014-11-28","1","SAC","1","112","104","122.6","113.8","91.4",".244",".293",".617","41.8","69.0","8.8","13.8",".585","6.2","9.5",".195",".547","13.9","78.4",".293"
"16","16","2014-11-30","0","BOS","1","111","89","117.3","94.0","94.6",".235",".306",".592","51.7","61.0","9.5","7.2",".547","13.0","25.0",".212",".448","13.8","74.5",".126"
"17","17","2014-12-01","0","PHI","1","109","103","109.7","103.6","99.4",".422",".313",".554","55.3","69.4","6.0","5.0",".488","12.5","24.4",".337",".494","9.1","83.7",".169"
"18","18","2014-12-03","0","BRK","0","93","95","97.5","99.6","86.4",".119",".317",".438","51.8","63.9","5.2","8.5",".416","7.0","28.6",".089",".461","9.3","81.6",".133"
"19","19","2014-12-05","0","MEM","1","107","101","116.9","110.3","91.5",".190",".298",".588","54.3","62.5","5.5","11.8",".560","13.3","28.6",".155",".494","9.9","82.1",".275"
"20","20","2014-12-06","1","MIN","1","123","101","127.4","104.6","96.6",".305",".220",".661","56.6","63.8","5.2","9.0",".616","14.7","24.2",".268",".458","7.6","81.4",".301"
"21","21","2014-12-09","0","UTA","0","96","100","100.3","104.5","95.7",".274",".238",".510","46.3","59.0","12.5","12.1",".488","12.1","23.9",".167",".525","16.7","76.5",".200"
"22","22","2014-12-10","1","NYK","1","109","95","125.7","109.5","86.7",".411",".260",".632","49.3","59.5","11.5","6.6",".575","9.5","23.5",".342",".526","16.9","73.0",".197"
"23","23","2014-12-12","1","LAL","0","110","112","107.6","109.6","92.6",".233",".344",".554","49.0","54.8","9.8","6.9",".533","16.1","25.5",".156",".521","12.0","71.4",".125"
"24","24","2014-12-14","0","DEN","1","99","91","106.9","98.3","92.6",".473",".216",".554","48.9","76.5","9.7","16.4",".493","12.7","26.8",".351",".458","18.5","68.1",".181"
"25","25","2014-12-15","0","POR","0","95","108","100.5","114.3","94.5",".282",".141",".542","47.7","50.0","5.3","5.6",".513","14.6","20.5",".192",".500","10.0","75.0",".213"
"26","26","2014-12-17","1","MEM","0","116","117","105.7","106.6","83.6",".257",".333",".496","50.8","72.1","5.5","13.8",".490","10.7","29.7",".124",".495","9.6","75.9",".103"
"27","27","2014-12-19","1","POR","0","119","129","102.7","111.3","88.3",".239",".183",".494","50.8","53.3","6.9","5.3",".450","11.7","28.3",".193",".486","10.4","74.1",".200"
"28","28","2014-12-20","0","DAL","0","93","99","101.3","107.8","91.8",".338",".169",".526","54.5","31.3","6.5","3.3",".435","17.7","30.8",".338",".483","11.2","73.5",".186"
"29","29","2014-12-22","1","LAC","1","125","118","131.5","124.1","95.1",".286",".299",".721","47.8","75.5","6.3","3.2",".721","11.3","7.4",".182",".558","9.2","73.8",".256"
"30","30","2014-12-25","1","OKC","0","106","114","111.4","119.8","95.1",".259",".284",".587","44.7","78.6","8.4","7.6",".562","15.1","24.4",".185",".574","12.5","63.6",".259"
