"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2012-10-31","0","NOH","1","99","95","105.8","101.6","93.5",".325",".250",".541","50.0","57.9","9.6","12.7",".513","14.1","22.7",".213",".463","12.6","78.6",".263"
"2","2","2012-11-01","1","OKC","1","86","84","94.4","92.2","91.1",".203",".241",".500","44.8","77.1","9.9","6.7",".475","13.1","14.3",".139",".422","17.1","73.3",".247"
"3","3","2012-11-03","1","UTA","1","110","100","119.4","108.5","92.1",".311",".176",".654","50.8","69.0","8.7","9.4",".615","17.6","23.3",".257",".526","15.6","74.3",".247"
"4","4","2012-11-05","1","IND","1","101","79","115.1","90.0","87.8",".149",".207",".545","48.4","61.0","12.5","3.4",".517","7.9","26.2",".126",".380","17.6","66.7",".241"
"5","5","2012-11-07","0","LAC","0","84","106","90.0","113.6","93.3",".329",".315",".503","38.7","83.3","7.5","6.1",".466","19.3","14.0",".219",".590","14.7","71.9",".096"
"6","6","2012-11-09","0","SAC","1","97","86","102.1","90.5","95.0",".361",".250",".581","52.7","77.1","8.4","12.0",".521","19.3","20.0",".306",".368","9.7","73.2",".209"
"7","7","2012-11-10","0","POR","1","112","109","115.2","112.1","97.2",".443",".257",".670","49.3","50.0","9.3","7.5",".621","20.1","19.4",".357",".528","13.3","71.4",".169"
"8","8","2012-11-13","0","LAL","1","84","82","97.0","94.7","86.6",".122",".222",".443","44.2","62.9","15.0","9.3",".428","7.8","23.9",".078",".459","16.9","67.5",".189"
"9","9","2012-11-15","1","NYK","0","100","104","110.5","115.0","90.5",".241",".333",".520","53.9","55.3","4.4","11.7",".483","9.4","29.5",".184",".517","6.8","77.8",".174"
"10","10","2012-11-17","1","DEN","1","126","100","131.8","104.6","95.6",".227",".307",".651","50.6","70.2","11.5","9.0",".625","12.6","34.1",".182",".526","19.0","68.4",".231"
"11","11","2012-11-19","1","LAC","0","87","92","95.3","100.7","91.3",".341",".244",".461","44.7","55.2","7.7","4.1",".390","12.1","27.1",".280",".476","15.4","63.0",".129"
"12","12","2012-11-21","0","BOS","1","112","100","118.2","105.6","94.7",".247",".208",".656","62.1","57.8","8.4","2.9",".636","16.6","20.0",".182",".552","12.4","97.2",".195"
"13","13","2012-11-23","0","IND","1","104","97","112.0","104.4","92.9",".265",".205",".561","43.0","46.3","8.6","2.6",".506","9.7","16.7",".241",".451","11.4","62.0",".152"
"14","14","2012-11-25","0","TOR","1","111","106","99.1","94.6","92.7",".184",".262",".498","46.0","56.8","3.6","5.8",".466","9.0","13.7",".146",".391","9.1","72.6",".182"
"15","15","2012-11-26","0","WAS","1","118","92","130.1","101.4","90.7",".250",".288",".664","51.8","71.1","4.4","6.6",".644","14.5","28.6",".188",".433","9.3","68.8",".156"
"16","16","2012-11-28","0","ORL","1","110","89","116.1","93.9","94.7",".179",".298",".607","45.9","59.1","12.7","11.3",".589","15.0","22.2",".131",".442","14.0","63.3",".053"
"17","17","2012-11-29","0","MIA","0","100","105","104.4","109.6","95.8",".300",".375",".552","54.9","61.1","5.2","2.7",".513","17.3","26.8",".225",".517","9.6","82.9",".186"
"18","18","2012-12-01","1","MEM","1","99","95","97.5","93.5","92.0",".270",".326",".497","48.0","56.8","11.8","6.0",".455","13.8","27.7",".202",".384","14.9","66.0",".192"
"19","19","2012-12-05","1","MIL","1","110","99","112.9","101.6","97.4",".329",".247",".565","59.6","67.5","6.2","5.6",".506","14.9","33.3",".282",".446","10.2","83.0",".286"
"20","20","2012-12-07","1","HOU","1","114","92","110.5","89.2","103.2",".149",".230",".615","57.5","68.8","9.7","11.3",".586","15.5","18.2",".138",".447","15.4","81.5",".074"
"21","21","2012-12-08","0","CHA","1","132","102","138.9","107.3","95.0",".167",".378",".683","60.0","76.0","7.4","7.8",".661","10.2","28.1",".144",".506","10.6","83.7",".278"
"22","22","2012-12-10","0","HOU","1","134","126","118.3","111.2","102.6",".283",".326",".648","55.1","64.6","5.3","11.9",".598","15.5","17.1",".261",".505","11.0","79.6",".289"
"23","23","2012-12-12","0","UTA","0","96","99","102.4","105.6","93.7",".207",".218",".506","54.5","48.6","9.6","15.4",".471","11.2","28.3",".161",".536","13.4","83.3",".107"
"24","24","2012-12-13","0","POR","0","90","98","95.5","103.9","94.3",".347",".264",".542","48.7","69.7","8.5","3.3",".500","18.6","18.4",".250",".494","13.0","77.5",".125"
"25","25","2012-12-15","1","BOS","1","103","88","117.3","100.2","87.8",".247",".309",".573","50.0","73.7","10.3","6.2",".543","11.8","28.9",".185",".506","16.7","71.1",".074"
"26","26","2012-12-17","0","OKC","0","93","107","100.4","115.5","92.6",".266",".253",".527","43.0","63.9","9.7","5.6",".494","15.3","20.9",".190",".471","10.9","65.1",".318"
"27","27","2012-12-18","0","DEN","0","106","112","100.5","106.2","105.5",".189",".379",".515","43.7","73.7","11.4","13.2",".474","12.0","16.7",".168",".477","12.5","73.5",".333"
"28","28","2012-12-21","1","NOH","1","99","94","106.4","101.1","93.0",".303",".237",".575","45.0","74.4","7.5","7.1",".539","11.3","5.7",".224",".465","11.4","75.6",".163"
"29","29","2012-12-23","1","DAL","1","129","91","131.8","93.0","97.8",".226",".357",".698","51.3","70.2","17.4","8.3",".679","14.8","21.1",".179",".493","18.7","78.6",".243"
"30","30","2012-12-26","1","TOR","1","100","80","114.2","91.4","87.6",".408",".268",".597","55.7","73.5","12.6","8.3",".535","16.9","28.6",".338",".468","15.3","77.3",".090"
"31","31","2012-12-28","1","HOU","1","122","116","116.8","111.1","104.5",".312",".299",".697","46.6","47.7","13.4","9.3",".649","17.8","12.9",".286",".587","19.8","71.4",".174"
"32","32","2012-12-30","0","DAL","1","111","86","117.8","91.3","94.2",".296",".235",".606","48.9","51.2","6.4","6.3",".556","10.7","15.8",".259",".405","10.0","73.1",".095"
"33","33","2012-12-31","1","BRK","1","104","73","120.2","84.4","86.5",".219",".192",".650","50.7","58.1","10.4","10.5",".630","14.0","13.8",".164",".405","16.4","76.2",".176"
"34","34","2013-01-02","0","MIL","1","117","110","118.7","111.6","98.6",".258",".191",".590","46.0","69.6","8.1","4.2",".567","7.5","19.0",".180",".517","14.0","71.1",".216"
"35","35","2013-01-03","0","NYK","0","83","100","93.0","112.0","89.3",".273",".442",".481","42.2","50.0","9.0","9.1",".422","13.1","15.6",".234",".549","11.9","73.7",".122"
"36","36","2013-01-05","1","PHI","1","109","86","108.4","85.5","100.5",".271",".294",".573","54.9","58.5","10.9","7.5",".529","13.6","18.2",".224",".435","13.1","89.4",".155"
"37","37","2013-01-07","0","NOH","0","88","95","101.2","109.2","87.0",".274",".288",".538","43.2","60.6","8.0","8.6",".493","18.8","24.3",".219",".512","13.7","62.2",".120"
"38","38","2013-01-09","1","LAL","1","108","105","106.7","103.7","101.3",".190",".298",".593","54.5","61.0","8.9","10.3",".560","16.5","19.0",".167",".505","8.1","87.0",".095"
"39","39","2013-01-11","0","MEM","0","98","101","103.6","106.8","85.7",".289",".329",".572","50.0","71.4","9.5","5.5",".526","17.4","21.2",".237",".488","12.9","75.7",".212"
"40","40","2013-01-13","1","MIN","1","106","88","113.1","93.9","93.7",".138",".263",".625","53.1","68.9","9.6","17.8",".613","16.7","22.6",".100",".393","11.6","72.0",".202"
"41","41","2013-01-16","1","MEM","1","103","82","118.2","94.1","87.1",".132",".237",".641","50.8","75.0","8.0","15.0",".638","13.9","13.3",".079",".428","13.8","82.9",".333"
"42","42","2013-01-18","1","GSW","1","95","88","105.0","97.3","90.5",".250",".275",".535","52.3","52.8","2.2","5.9",".481","10.1","16.7",".225",".452","9.1","84.8",".143"
"43","43","2013-01-19","0","ATL","1","98","93","105.0","99.6","93.3",".128",".279",".539","43.8","51.2","8.6","6.3",".523","8.1","11.9",".093",".459","13.7","72.3",".176"
"44","44","2013-01-21","0","PHI","1","90","85","93.9","88.7","95.8",".321",".222",".487","52.8","64.7","8.3","4.3",".438","13.2","20.5",".235",".464","15.3","84.4",".083"
"45","45","2013-01-23","1","NOH","1","106","102","115.2","110.8","92.0",".288",".313",".588","45.9","67.4","9.8","4.7",".588","8.2","14.3",".150",".531","12.5","76.7",".198"
"46","46","2013-01-25","0","DAL","1","113","107","109.6","103.8","103.1",".270",".258",".567","49.5","67.4","10.7","1.4",".534","13.1","17.8",".202",".495","12.4","79.2",".187"
"47","47","2013-01-26","1","PHO","1","108","99","116.3","106.6","92.8",".277",".289",".580","46.3","48.8","7.5","1.4",".536","8.8","16.7",".229",".543","14.7","77.5",".136"
"48","48","2013-01-30","1","CHA","1","102","78","110.0","84.1","92.7",".304",".232",".652","52.2","73.7","17.3","9.3",".616","22.7","20.7",".246",".438","22.2","76.3",".192"
"49","49","2013-02-02","1","WAS","1","96","86","98.6","88.3","97.4",".205",".256",".564","52.3","65.8","5.1","6.1",".519","15.8","9.4",".192",".443","14.4","77.8",".091"
"50","50","2013-02-06","0","MIN","1","104","94","111.4","100.7","93.4",".259",".309",".576","45.6","64.9","13.9","7.9",".519","12.6","15.9",".247",".457","14.1","73.9",".247"
"51","51","2013-02-08","0","DET","0","109","119","120.1","131.2","90.7",".370",".296",".579","40.2","54.1","8.8","13.4",".519","6.9","20.9",".309",".573","10.9","61.5",".191"
"52","52","2013-02-10","0","BRK","1","111","86","138.2","107.1","80.3",".274",".260",".678","41.8","51.2","12.5","5.7",".671","5.8","18.2",".178",".514","16.8","64.7",".167"
"53","53","2013-02-11","0","CHI","1","103","89","117.3","101.4","87.8",".267",".213",".615","34.7","53.8","11.4","1.5",".573","8.7","5.9",".227",".487","18.0","58.5",".167"
"54","54","2013-02-13","0","CLE","1","96","95","104.0","102.9","92.3",".214",".226",".522","47.8","65.8","7.6","11.6",".482","12.4","25.6",".179",".423","8.8","67.3",".134"
"55","55","2013-02-19","0","SAC","1","108","102","109.3","103.2","98.8",".467",".400",".597","52.3","71.4","9.1","12.3",".533","15.8","17.9",".373",".428","8.9","79.6",".278"
"56","56","2013-02-21","0","LAC","1","116","90","128.6","99.8","90.2",".384",".233",".680","50.7","69.8","7.8","10.0",".644","16.6","28.6",".301",".454","17.1","66.7",".276"
"57","57","2013-02-22","0","GSW","0","101","107","94.7","100.3","96.6",".337",".232",".463","46.7","45.9","6.6","9.6",".411","7.6","17.2",".242",".441","10.1","81.6",".255"
"58","58","2013-02-24","0","PHO","1","97","87","98.5","88.4","98.5",".486",".236",".555","43.4","68.8","10.2","6.9",".479","16.3","10.5",".389",".389","17.3","71.1",".296"
"59","59","2013-02-27","1","PHO","0","101","105","100.3","104.2","91.2",".432",".210",".524","47.3","68.6","8.9","2.4",".469","15.0","23.3",".309",".479","12.6","68.0",".147"
"60","60","2013-03-01","1","SAC","1","130","102","125.3","98.3","103.8",".274",".238",".691","60.6","80.4","11.6","9.4",".661","16.8","28.1",".226",".500","16.9","87.2",".200"
