"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","1","ORL","1","120","115","108.8","104.3","99.9",".340",".250",".522","47.6","64.3","6.3","4.1",".460","10.9","25.9",".280",".520","14.3","71.4",".110"
"2","2","2013-11-01","1","OKC","1","100","81","105.9","85.8","94.4",".429",".260",".546","51.2","63.6","14.8","3.8",".481","14.1","24.3",".338",".392","18.7","71.4",".193"
"3","3","2013-11-03","0","NYK","1","109","100","114.5","105.1","95.2",".481",".342",".569","46.7","65.7","9.5","1.8",".506","11.1","22.2",".367",".500","14.5","70.2",".124"
"4","4","2013-11-04","0","CLE","0","92","93","89.9","90.9","102.4",".255",".298",".440","46.7","61.8","15.6","7.2",".388","14.0","24.0",".202",".488","20.4","73.8",".118"
"5","5","2013-11-06","1","GSW","0","93","106","88.4","100.7","105.2",".300",".178",".456","44.9","64.7","5.7","4.7",".400","15.7","20.0",".233",".548","18.5","76.9",".167"
"6","6","2013-11-08","1","DAL","1","116","108","120.8","112.5","96.0",".337",".225",".568","52.4","63.4","8.3","8.8",".506","12.0","38.1",".292",".544","15.0","66.7",".111"
"7","7","2013-11-10","0","LAL","1","113","90","110.5","88.0","102.3",".211",".222",".574","53.5","65.9","13.7","7.6",".544","17.6","28.6",".167",".435","15.3","71.9",".109"
"8","8","2013-11-11","0","LAC","0","107","109","109.3","111.4","97.9",".188",".302",".515","51.1","67.5","7.2","3.1",".474","10.4","30.2",".167",".575","13.2","82.9",".213"
"9","9","2013-11-13","1","CLE","1","124","95","131.9","101.0","94.0",".317",".268",".664","57.0","75.6","5.3","7.0",".616","8.8","22.9",".280",".443","10.3","80.4",".207"
"10","10","2013-11-15","0","DEN","0","113","117","108.5","112.4","104.1",".202",".234",".552","47.7","47.8","9.6","2.6",".521","13.5","25.6",".160",".521","12.4","68.9",".165"
"11","11","2013-11-16","1","BOS","1","106","88","108.8","90.3","97.4",".234",".245",".511","50.0","47.5","13.3","4.4",".463","11.1","31.4",".202",".424","18.3","69.4",".174"
"12","12","2013-11-19","0","WAS","0","100","104","106.8","111.1","93.6",".282",".329",".523","50.6","59.5","6.4","5.7",".494","12.0","26.1",".188",".524","10.7","81.1",".176"
"13","13","2013-11-20","1","LAC","0","98","102","96.3","100.2","101.8",".344",".244",".473","51.1","70.6","9.8","3.5",".406","11.9","21.3",".278",".568","17.8","85.4",".123"
"14","14","2013-11-22","1","BRK","1","111","81","117.8","86.0","94.2",".237",".371",".518","50.0","70.0","10.6","9.7",".469","6.9","31.5",".206",".429","18.7","75.0",".179"
"15","15","2013-11-23","0","HOU","0","101","112","104.0","115.4","97.1",".170",".260",".470","44.9","42.5","13.4","10.4",".440","8.5","29.5",".130",".627","21.1","70.3",".165"
