"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2012-11-02","1","SAC","1","92","80","99.9","86.9","92.1",".414",".195",".447","55.2","53.1","4.3","13.7",".379","9.7","34.7",".299",".376","10.3","76.6",".146"
"2","2","2012-11-04","0","TOR","0","86","105","96.0","117.3","89.5",".484",".250",".554","48.0","62.1","8.9","11.6",".500","23.6","25.8",".344",".500","10.1","63.6",".167"
"3","3","2012-11-05","0","BRK","1","107","96","126.6","113.6","84.5",".170",".227",".566","60.8","68.2","10.6","14.0",".540","10.4","43.2",".136",".568","13.8","78.4",".178"
"4","4","2012-11-07","1","ORL","1","90","75","98.9","82.4","91.0",".289",".263",".525","52.9","64.7","12.1","13.2",".493","18.2","31.0",".197",".369","17.6","73.3",".200"
"5","5","2012-11-09","1","IND","1","96","94","108.4","106.1","88.6",".400",".129",".583","47.9","65.7","7.9","7.6",".514","12.7","16.1",".343",".470","12.4","72.5",".179"
"6","6","2012-11-10","0","CHI","0","80","87","94.2","102.4","84.9",".176",".153",".437","46.0","69.7","8.2","4.5",".406","10.7","28.3",".129",".463","13.9","65.9",".163"
"7","7","2012-11-12","0","DAL","1","90","82","101.4","92.4","88.8",".492",".231",".569","58.3","66.7","9.0","10.9",".492","17.7","20.0",".400",".388","8.1","85.7",".250"
"8","8","2012-11-14","1","CHA","0","87","89","92.6","94.7","94.0",".457",".235",".447","55.2","64.5","7.5","16.2",".414","14.9","35.8",".247",".476","14.3","79.1",".107"
"9","9","2012-11-16","1","GSW","0","98","106","107.8","116.6","90.9",".367",".228",".534","40.5","55.9","6.6","17.1",".475","11.6","25.0",".291",".518","13.5","57.5",".212"
"10","10","2012-11-21","1","DEN","0","94","101","99.8","107.2","94.2",".281",".315",".470","47.9","55.9","11.7","6.9",".438","13.0","32.7",".180",".500","18.1","66.7",".278"
"11","11","2012-11-23","0","POR","0","95","103","106.4","115.4","89.3",".474",".231",".504","58.8","46.9","11.2","3.8",".429","12.9","38.6",".359",".609","12.3","83.3",".103"
"12","12","2012-11-24","0","GSW","0","85","96","95.8","108.2","88.7",".221",".314",".450","44.8","75.8","9.0","5.3",".413","9.6","23.9",".163",".462","12.5","68.3",".308"
"13","13","2012-11-27","0","SAC","1","97","89","103.9","95.3","93.4",".217",".265",".533","58.6","65.8","8.6","11.9",".494","15.8","30.0",".181",".476","12.6","83.0",".107"
"14","14","2012-11-28","0","LAC","0","95","101","107.0","113.7","88.8",".427",".268",".488","59.8","58.1","5.6","9.7",".415","15.6","46.7",".329",".481","9.8","73.8",".284"
"15","15","2012-11-30","1","MIL","1","95","85","100.2","89.7","94.8",".310",".218",".480","54.4","44.1","6.3","8.0",".437","13.2","32.0",".218",".392","9.9","75.5",".129"
"16","16","2012-12-04","0","PHI","1","105","88","114.5","95.9","91.7",".221",".325",".621","54.0","68.3","6.5","3.2",".617","15.1","20.6",".130",".452","12.3","75.5",".157"
"17","17","2012-12-05","0","BOS","0","94","104","97.0","107.3","96.9",".357",".226",".484","47.7","51.4","11.3","4.9",".476","11.8","25.0",".167",".551","15.2","82.4",".231"
