"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-28","0","SAS","0","100","101","116.1","117.3","86.1",".244",".269",".579","46.5","44.7","10.5","7.1",".538","10.4","23.7",".205",".629","20.6","72.7",".186"
"2","2","2014-10-30","1","UTA","1","120","102","134.0","113.9","89.5",".271",".247",".631","52.4","53.2","8.9","10.4",".600","8.6","34.2",".212",".518","15.0","67.4",".193"
"3","3","2014-11-01","0","NOP","1","109","104","112.3","107.2","97.0",".213",".281",".560","48.4","54.3","4.1","8.6",".551","11.0","25.0",".124",".466","11.4","70.2",".236"
"4","4","2014-11-03","1","BOS","1","118","113","119.4","114.3","98.9",".244",".305",".650","42.4","54.5","5.1","12.7",".622","15.8","20.6",".195",".495","13.5","56.9",".118"
"5","5","2014-11-06","0","POR","0","87","108","95.3","118.3","91.3",".178",".256",".448","39.1","42.4","6.6","8.5",".394","6.7","16.3",".178",".597","16.6","68.4",".208"
"6","6","2014-11-07","0","UTA","1","105","82","120.6","94.2","87.0",".159",".273",".558","50.6","54.8","13.8","7.5",".528","7.8","28.9",".136",".493","21.6","76.3",".221"
"7","7","2014-11-09","1","MIA","0","96","105","107.0","117.1","89.7",".289",".349",".513","51.9","62.9","8.9","13.2",".476","12.2","31.9",".205",".612","13.3","81.3",".158"
"8","8","2014-11-11","1","SAC","1","106","98","117.1","108.3","90.5",".300",".338",".585","43.4","60.5","8.8","15.1",".538","10.8","22.5",".250",".507","18.9","66.7",".347"
"9","9","2014-11-13","1","PHI","1","123","70","123.5","70.3","99.6",".450",".400",".642","52.6","80.5","14.1","10.0",".581","13.5","24.3",".375",".344","22.8","70.0",".221"
"10","10","2014-11-15","1","MIN","1","131","117","132.4","118.3","98.9",".245",".277",".629","49.4","59.6","5.1","14.5",".596","6.3","29.3",".202",".541","14.7","70.0",".279"
"11","11","2014-11-17","0","CHO","1","107","80","122.7","91.7","87.2",".190",".333",".588","58.8","74.4","8.0","6.9",".571","7.1","26.3",".131",".463","11.4","85.1",".075"
"12","12","2014-11-19","0","WAS","1","105","102","111.4","108.2","94.3",".354",".341",".554","51.2","52.9","5.3","8.1",".488","11.2","23.3",".305",".500","12.2","79.1",".214"
"13","13","2014-11-21","1","LAL","1","140","106","155.6","117.8","90.0",".341",".427",".742","54.2","72.5","4.4","2.8",".732","8.7","35.5",".244",".547","9.6","68.3",".153"
"14","14","2014-11-22","0","HOU","0","92","95","99.9","103.1","92.1",".250",".398",".471","51.5","48.6","6.5","13.9",".432","12.5","32.7",".182",".457","15.6","70.8",".244"
"15","15","2014-11-24","1","IND","0","100","111","105.9","117.5","94.5",".263",".300",".560","45.7","52.5","6.4","11.8",".550","11.9","14.3",".150",".565","11.4","79.5",".312"
"16","16","2014-11-26","1","NYK","1","109","102","107.4","100.5","91.9",".400",".326",".488","51.4","52.6","11.8","7.8",".421","9.0","34.5",".305",".500","17.5","70.6",".109"
"17","17","2014-11-28","0","TOR","1","106","102","110.3","106.1","96.1",".256",".302",".554","40.2","67.5","7.3","15.5",".529","7.7","13.0",".174",".495","14.8","67.4",".132"
"18","18","2014-11-29","0","PHI","1","110","103","112.2","105.1","98.0",".337",".337",".538","42.1","70.0","13.3","7.8",".494","10.5","28.3",".247",".459","19.6","55.1",".294"
"19","19","2014-12-02","0","CHI","1","132","129","115.5","112.8","94.6",".265",".294",".580","46.9","63.8","7.9","7.8",".534","10.9","24.5",".225",".495","13.2","69.4",".262"
"20","20","2014-12-03","0","MIL","1","107","105","110.6","108.5","96.8",".239",".293",".526","54.1","47.6","8.3","9.7",".500","13.6","35.4",".163",".568","17.1","78.4",".301"
"21","21","2014-12-05","1","PHO","0","106","118","113.4","126.3","93.4",".341",".216",".524","51.8","32.5","5.4","1.9",".477","9.8","32.0",".250",".644","12.9","80.0",".188"
"22","22","2014-12-07","1","MIL","1","125","102","132.5","108.1","94.3",".226",".369",".677","50.0","59.2","14.8","11.6",".655","10.6","24.2",".179",".524","15.7","71.8",".167"
"23","23","2014-12-09","0","MEM","0","105","114","116.4","126.4","90.2",".165",".471",".576","51.2","50.0","4.4","9.9",".553","14.9","29.3",".129",".524","4.9","72.1",".294"
"24","24","2014-12-10","1","NOP","1","112","107","124.6","119.1","89.9",".205",".253",".619","39.2","38.6","5.6","7.1",".584","8.1","14.7",".181",".494","10.0","60.0",".227"
"25","25","2014-12-13","1","GSW","0","98","105","100.6","107.8","97.4",".337",".281",".479","54.1","38.9","11.3","0.0",".433","12.8","32.1",".236",".506","12.1","80.0",".253"
"26","26","2014-12-16","0","NYK","1","107","87","120.0","97.5","89.2",".096",".398",".618","53.9","71.4","10.1","6.3",".596","16.4","28.6",".096",".470","12.0","75.6",".095"
"27","27","2014-12-17","0","DET","1","117","106","120.6","109.3","97.0",".443",".278",".620","51.7","72.5","9.3","7.1",".570","12.9","22.0",".342",".522","10.2","78.3",".146"
"28","28","2014-12-20","1","SAS","1","99","93","107.8","101.3","91.8",".233",".302",".522","45.5","48.6","10.9","4.7",".483","11.2","26.5",".186",".435","17.7","69.2",".338"
"29","29","2014-12-22","1","ATL","0","102","105","101.5","104.5","100.5",".222",".311",".516","52.2","59.0","11.9","8.1",".494","13.2","26.0",".144",".537","15.5","85.0",".222"
"30","30","2014-12-23","0","PHO","0","115","124","109.9","118.5","104.6",".330",".284",".571","52.7","53.7","3.8","1.6",".517","16.6","31.8",".273",".521","9.7","71.4",".237"
"31","31","2014-12-26","1","LAL","1","102","98","104.7","100.6","97.4",".289",".217",".545","38.8","47.6","9.2","8.6",".536","12.2","13.3",".157",".419","12.9","58.6",".152"
"32","32","2014-12-28","1","OKC","1","112","107","109.6","104.7","102.2",".318",".352",".558","41.1","66.7","7.8","7.9",".500","10.7","15.2",".273",".528","15.4","68.2",".133"
"33","33","2014-12-30","1","WAS","1","114","87","117.7","89.9","96.8",".354",".183",".602","41.5","48.8","11.4","8.1",".573","6.9","7.3",".244",".473","20.4","75.6",".230"
"34","34","2015-01-02","0","BOS","1","119","101","123.9","105.2","96.0",".177",".281",".575","57.8","53.3","8.3","1.8",".536","9.6","35.6",".167",".494","11.0","80.0",".146"
"35","35","2015-01-04","0","CLE","1","109","90","122.8","101.4","88.7",".141",".333",".658","48.6","68.2","7.9","13.1",".641","10.8","13.3",".115",".453","11.4","72.7",".140"
"36","36","2015-01-05","0","BRK","1","96","88","98.1","90.0","88.6",".202",".287",".469","49.5","64.9","8.2","10.2",".447","8.9","23.7",".128",".411","12.9","84.1",".226"
"37","37","2015-01-07","1","DET","0","95","108","96.7","109.9","98.3",".207",".253",".500","41.7","63.2","9.2","5.3",".471","12.9","17.6",".149",".495","12.7","65.4",".124"
"38","38","2015-01-10","0","LAC","0","100","120","104.5","125.4","95.7",".198",".349",".535","46.0","76.3","4.2","3.5",".512","10.5","17.4",".140",".597","9.3","78.0",".170"
"39","39","2015-01-13","0","SAC","1","108","104","101.7","97.9","96.2",".230",".240",".490","42.7","53.5","11.3","5.9",".460","8.3","20.3",".160",".448","16.5","72.7",".314"
"40","40","2015-01-14","0","DEN","0","107","114","105.3","112.1","101.7",".200",".370",".492","43.3","58.5","7.9","7.9",".455","6.8","20.0",".160",".524","14.1","72.5",".341"
"41","41","2015-01-16","1","DEN","1","97","89","102.0","93.6","95.1",".367",".316",".529","50.0","66.7","7.4","3.4",".468","13.2","20.4",".291",".464","13.8","76.4",".145"
"42","42","2015-01-19","0","MEM","1","103","95","111.4","102.7","92.5",".434",".329",".569","50.0","50.0","6.5","4.8",".513","12.6","26.7",".329",".441","12.1","76.9",".235"
"43","43","2015-01-21","0","MIN","1","98","75","115.1","88.1","85.2",".184",".355",".596","49.4","66.7","7.0","4.1",".586","10.9","18.2",".118",".360","9.5","69.2",".124"
"44","44","2015-01-23","1","CHI","0","98","102","109.0","113.5","89.9",".220",".220",".545","39.0","43.2","13.3","12.9",".488","11.8","22.0",".220",".545","19.5","58.3",".218"
"45","45","2015-01-25","0","NOP","0","106","109","123.7","127.2","85.7",".309",".296",".576","48.7","51.3","5.8","9.7",".537","8.9","31.0",".235",".557","9.1","69.4",".266"
"46","46","2015-01-27","1","MEM","0","90","109","100.4","121.6","89.7",".128",".333",".546","46.7","52.6","8.9","5.2",".532","16.3","20.5",".090",".595","12.9","75.0",".190"
"47","47","2015-01-28","0","HOU","0","94","99","96.3","101.5","97.6",".195",".305",".528","54.1","45.7","10.2","13.2",".488","20.5","26.3",".171",".489","14.5","76.6",".148"
"48","48","2015-01-30","0","MIA","1","93","72","107.0","82.8","86.9",".244",".354",".512","48.5","70.6","11.5","6.8",".494","9.9","27.1",".146",".381","14.8","67.9",".057"
"49","49","2015-01-31","0","ORL","1","108","93","118.5","102.0","91.2",".297",".284",".645","46.2","61.9","9.9","7.4",".642","12.5","8.8",".176",".474","14.5","75.0",".244"
"50","50","2015-02-02","1","MIN","1","100","94","109.5","102.9","91.3",".214",".369",".544","47.8","69.2","12.0","14.5",".524","14.0","27.9",".143",".433","13.8","66.0",".280"
"51","51","2015-02-04","0","GSW","0","114","128","115.4","129.6","98.8",".286",".306",".517","47.7","58.5","8.1","2.1",".469","6.8","28.0",".224",".634","11.8","73.7",".221"
"52","52","2015-02-05","0","SAC","1","101","78","102.8","79.4","98.2",".104",".354",".503","49.5","61.0","9.2","12.1",".490","8.2","16.0",".073",".386","16.1","85.1",".215"
