"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","1","WAS","1","113","102","119.7","108.0","94.4",".423",".308",".611","53.7","61.5","6.4","7.5",".558","16.3","32.4",".333",".500","14.8","71.1",".308"
"2","2","2013-11-01","0","MEM","0","108","111","106.3","109.3","92.0",".270",".236",".542","51.9","50.0","9.8","10.2",".511","16.0","31.9",".191",".558","18.1","81.3",".325"
"3","3","2013-11-03","1","BOS","1","87","77","94.0","83.2","92.6",".382",".171",".490","54.3","47.1","16.2","12.1",".461","19.1","34.1",".224",".439","22.5","78.4",".162"
"4","4","2013-11-05","1","IND","0","91","99","94.4","102.7","96.4",".287",".287",".464","48.3","39.4","10.4","11.5",".408","12.5","24.1",".230",".582","17.8","87.9",".192"
"5","5","2013-11-08","1","OKC","0","110","119","115.2","124.7","95.5",".297",".341",".535","44.7","56.4","10.5","9.2",".489","11.2","31.4",".231",".488","11.4","60.5",".476"
"6","6","2013-11-11","0","POR","0","103","109","117.0","123.8","88.1",".231",".154",".514","48.8","47.6","11.4","3.4",".478","7.4","36.7",".176",".579","14.5","64.9",".171"
"7","7","2013-11-12","0","GSW","0","95","113","102.7","122.1","92.5",".310",".207",".480","44.2","43.2","13.0","7.4",".443","10.8","32.7",".207",".657","22.0","64.3",".300"
"8","8","2013-11-15","0","SAC","1","97","90","105.7","98.1","91.8",".282",".271",".508","51.7","68.4","10.9","10.9",".482","11.2","28.9",".176",".488","16.3","75.0",".150"
"9","9","2013-11-17","0","LAL","0","99","114","103.9","119.7","95.3",".195",".264",".524","50.6","57.1","7.3","4.6",".529","12.9","28.6",".080",".578","12.1","77.1",".111"
"10","10","2013-11-19","1","NYK","1","92","86","110.5","103.3","83.2",".300",".271",".581","51.4","54.3","7.2","7.7",".550","15.9","28.6",".214",".474","13.4","73.0",".184"
"11","11","2013-11-20","0","ATL","0","85","93","91.7","100.4","92.7",".138",".253",".461","53.1","48.6","14.0","8.9",".437","14.0","31.3",".103",".535","20.5","84.8",".239"
"12","12","2013-11-22","1","ATL","0","89","96","92.7","100.0","96.0",".262",".155",".475","53.1","52.8","8.3","11.3",".446","13.8","23.9",".167",".482","12.9","78.8",".165"
"13","13","2013-11-24","0","BRK","1","109","97","119.5","106.4","91.2",".500",".213",".558","55.7","52.6","9.9","5.9",".506","8.4","32.5",".350",".545","16.7","79.5",".169"
"14","14","2013-11-25","1","MIL","1","113","94","122.4","101.8","92.3",".288",".363",".627","48.7","65.1","11.9","1.9",".613","10.0","14.7",".188",".493","17.6","76.2",".301"
"15","15","2013-11-27","1","CHI","0","79","99","89.0","111.5","88.8",".247",".156",".463","48.7","35.3","12.4","6.5",".455","14.9","27.3",".117",".570","16.0","76.5",".114"
"16","16","2013-11-29","1","LAL","0","102","106","103.9","108.0","98.1",".250",".080",".459","55.6","56.8","10.2","6.1",".445","10.5","40.0",".130",".538","15.4","75.0",".250"
"17","17","2013-12-01","1","PHI","1","115","100","104.4","90.8","110.1",".438",".315",".542","58.2","63.4","10.9","10.8",".517","17.8","31.4",".258",".472","17.2","87.2",".193"
"18","18","2013-12-03","0","MIA","1","107","97","113.4","102.8","94.4",".325",".200",".585","57.5","51.2","11.7","9.3",".556","16.4","38.2",".225",".494","17.1","71.7",".195"
"19","19","2013-12-04","0","MIL","1","105","98","109.2","101.9","96.1",".488",".244",".502","56.1","63.6","7.3","17.2",".424","12.6","42.9",".372",".445","14.4","69.4",".187"
"20","20","2013-12-07","0","CHI","1","92","75","99.6","81.2","92.3",".188",".238",".531","53.7","44.1","8.7","12.5",".500","17.2","28.3",".150",".350","11.9","77.6",".133"
"21","21","2013-12-08","1","MIA","0","95","110","103.1","119.4","92.1",".259",".235",".502","55.8","47.2","10.9","4.5",".465","15.2","35.6",".188",".632","17.3","84.4",".264"
"22","22","2013-12-10","1","MIN","0","94","121","98.0","126.1","95.9",".193",".337",".522","45.9","56.4","4.2","8.2",".518","18.2","25.6",".096",".547","10.8","66.7",".329"
"23","23","2013-12-11","0","NOP","0","106","111","108.0","113.1","88.9",".281",".219",".491","45.7","40.5","10.2","9.8",".464","10.8","30.0",".177",".506","13.3","63.6",".310"
"24","24","2013-12-13","1","BRK","1","103","99","109.0","104.8","94.5",".373",".120",".533","53.1","59.0","2.1","7.1",".488","11.9","22.5",".265",".532","12.0","82.9",".190"
"25","25","2013-12-15","1","POR","0","109","111","108.8","110.8","90.7",".287",".160",".515","53.0","43.2","5.0","6.8",".484","11.7","36.0",".191",".449","8.3","70.0",".222"
"26","26","2013-12-16","0","IND","1","101","96","115.5","109.7","87.5",".318",".227",".503","57.9","36.8","3.4","10.9",".472","7.4","39.2",".205",".469","7.0","79.5",".247"
"27","27","2013-12-18","0","BOS","1","107","106","110.2","109.1","97.1",".227",".307",".553","46.8","53.7","14.4","6.3",".523","14.2","28.3",".170",".531","16.6","74.2",".247"
"28","28","2013-12-20","1","CHA","0","106","116","111.0","121.5","95.5",".189",".256",".544","50.6","42.9","7.3","13.5",".533","14.8","35.3",".111",".542","11.1","72.2",".298"
"29","29","2013-12-21","1","HOU","0","97","114","100.9","118.6","96.1",".292",".135",".483","45.1","55.0","8.3","14.3",".455","7.4","21.6",".180",".614","13.6","83.9",".215"
"30","30","2013-12-23","0","CLE","1","115","92","117.8","94.3","97.6",".188",".250",".553","56.2","58.7","11.3","8.3",".531","11.9","40.9",".135",".432","16.2","71.1",".182"
"31","31","2013-12-27","0","ORL","0","92","109","96.1","113.8","95.8",".189",".189",".447","49.5","41.0","6.3","7.0",".437","12.7","33.9",".095",".553","12.0","70.7",".176"
