"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-27","1","WAS","1","114","99","110.2","95.7","103.4",".205",".295",".594","56.5","63.6","12.6","9.5",".568","18.0","33.3",".159",".457","15.7","76.0",".138"
"2","2","2016-10-29","0","PHI","1","104","72","103.7","71.8","100.3",".271",".235",".547","54.7","73.8","11.0","11.3",".524","11.2","14.6",".176",".381","18.8","91.1",".138"
"3","3","2016-10-31","1","SAC","1","106","95","113.1","101.3","93.7",".595",".380",".532","53.1","72.7","11.7","11.5",".487","11.5","34.7",".367",".547","18.6","81.3",".173"
"4","4","2016-11-02","1","LAL","0","116","123","114.2","121.1","101.6",".341",".376",".593","46.8","73.2","9.8","1.5",".547","15.5","24.4",".271",".583","13.2","71.1",".200"
"5","5","2016-11-04","0","WAS","0","92","95","90.1","93.0","102.1",".434",".301",".465","50.5","68.8","11.7","5.0",".416","15.4","22.2",".277",".419","16.6","77.1",".350"
"6","6","2016-11-05","1","HOU","1","112","97","110.4","95.7","101.4",".282",".235",".586","50.6","64.4","16.8","12.2",".576","16.6","29.5",".165",".506","22.3","72.1",".129"
"7","7","2016-11-08","0","CLE","1","110","106","112.7","108.6","97.6",".296",".358",".601","56.2","53.7","1.0","7.0",".574","17.2","29.7",".210",".429","5.2","75.0",".212"
"8","8","2016-11-09","1","CHI","1","115","107","114.2","106.3","100.7",".325",".241",".606","60.8","57.1","7.9","10.9",".560","18.1","36.1",".265",".500","11.5","81.4",".176"
"9","9","2016-11-12","1","PHI","1","117","96","117.7","96.6","99.4",".147",".337",".578","57.1","64.6","10.1","11.1",".574","13.7","34.1",".084",".500","17.1","78.7",".157"
"10","10","2016-11-15","0","MIA","1","93","90","95.0","91.9","97.9",".238",".213",".526","42.2","48.6","14.3","6.1",".500","17.7","16.2",".163",".444","19.5","63.0",".124"
"11","11","2016-11-16","1","MIL","1","107","100","108.3","101.2","98.8",".431",".444",".625","45.3","82.9","6.1","12.1",".556","15.7","8.6",".375",".439","11.7","70.6",".143"
