"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-25","1","SAS","0","100","129","101.8","131.3","98.3",".212",".388",".538","38.9","60.0","11.2","8.1",".512","14.7","19.0",".153",".541","10.6","56.3",".235"
"2","2","2016-10-28","0","NOP","1","122","114","113.2","105.8","107.7",".308",".308",".590","50.0","72.7","7.4","2.6",".533","11.9","19.6",".275",".495","10.6","76.9",".150"
"3","3","2016-10-30","0","PHO","1","106","100","105.4","99.4","100.6",".398",".349",".543","46.2","77.1","6.0","7.5",".470","13.3","15.2",".337",".456","9.8","76.6",".200"
"4","4","2016-11-01","0","POR","1","127","104","120.6","98.8","105.3",".258",".292",".641","58.4","72.0","13.3","8.5",".618","13.9","21.2",".191",".512","15.9","86.4",".186"
"5","5","2016-11-03","1","OKC","1","122","96","126.0","99.1","96.9",".225",".337",".624","52.9","58.7","9.3","23.3",".596","13.3","34.9",".180",".460","13.9","70.5",".184"
"6","6","2016-11-04","0","LAL","0","97","117","94.7","114.2","102.5",".233",".372",".512","44.0","66.7","12.7","4.6",".483","17.4","20.5",".163",".516","13.3","66.0",".200"
"7","7","2016-11-07","1","NOP","1","116","106","118.5","108.3","97.9",".133",".389",".609","46.9","77.8","14.3","6.8",".589","13.6","23.8",".111",".531","17.1","71.8",".263"
"8","8","2016-11-09","1","DAL","1","116","95","127.7","104.5","90.9",".297",".446",".693","48.1","76.7","3.3","8.6",".696","15.2","14.7",".176",".430","6.6","72.3",".244"
"9","9","2016-11-10","0","DEN","1","125","101","127.0","102.7","98.4",".235",".353",".666","50.0","71.7","15.2","10.3",".624","13.8","25.0",".224",".473","15.1","67.3",".128"
"10","10","2016-11-13","1","PHO","1","133","120","126.3","114.0","105.3",".356",".379",".661","53.1","71.1","7.6","10.6",".609","13.7","21.1",".310",".556","11.4","81.4",".222"
"11","11","2016-11-16","0","TOR","1","127","121","127.5","121.4","99.6",".322",".414",".639","43.2","75.0","9.0","12.3",".580","10.8","17.5",".299",".512","12.3","68.3",".451"
"12","12","2016-11-18","0","BOS","1","104","88","108.6","91.9","95.7",".133",".311",".546","53.8","75.0","10.4","13.7",".539","10.4","20.0",".078",".440","12.5","85.4",".181"
"13","13","2016-11-19","0","MIL","1","124","121","124.9","121.9","99.3",".337",".400",".568","52.3","71.4","8.1","7.2",".516","9.9","36.7",".274",".573","11.5","73.0",".213"
"14","14","2016-11-21","0","IND","1","120","83","118.9","82.3","100.9",".356",".400",".576","55.0","77.5","8.9","12.5",".517","10.3","26.1",".300",".350","9.2","76.2",".107"
"15","15","2016-11-23","1","LAL","1","149","106","142.7","101.5","104.4",".407",".419",".735","56.5","88.7","6.7","6.8",".727","9.0","16.7",".279",".473","9.7","85.7",".194"
"16","16","2016-11-25","0","LAL","1","109","85","107.4","83.7","101.5",".205",".337",".602","49.4","72.1","9.9","14.7",".584","15.8","11.4",".145",".383","15.2","74.1",".178"
"17","17","2016-11-26","1","MIN","1","115","102","121.2","107.5","94.9",".210",".272",".650","58.4","55.6","9.5","14.8",".623","16.9","33.3",".173",".517","12.1","80.5",".112"
"18","18","2016-11-28","1","ATL","1","105","100","104.5","99.5","100.5",".282",".412",".549","45.1","67.6","6.0","17.9",".506","12.8","15.9",".224",".465","15.5","72.3",".247"
"19","19","2016-12-01","1","HOU","0","127","132","105.0","109.1","100.1",".356",".423",".528","49.1","72.1","9.9","10.9",".471","12.4","24.1",".279",".509","13.6","73.2",".204"
"20","20","2016-12-03","1","PHO","1","138","109","138.6","109.5","99.5",".436",".269",".742","51.4","75.5","9.0","8.5",".718","15.5","21.4",".333",".511","12.3","69.6",".176"
"21","21","2016-12-05","1","IND","1","142","106","135.3","101.0","105.0",".250",".356",".615","57.4","83.3","11.4","18.6",".587","8.7","34.0",".192",".429","12.2","80.9",".388"
"22","22","2016-12-07","0","LAC","1","115","98","120.5","102.7","95.4",".326",".348",".565","49.5","76.2","11.5","7.6",".511","8.9","28.6",".270",".435","11.2","66.7",".196"
"23","23","2016-12-08","0","UTA","1","106","99","108.7","101.5","97.5",".288",".363",".588","50.5","66.7","10.3","7.8",".563","15.1","20.9",".200",".472","13.2","76.0",".169"
"24","24","2016-12-10","0","MEM","0","89","110","92.1","113.9","96.6",".260",".351",".519","47.2","44.1","6.2","13.1",".500","21.1","21.7",".156",".483","9.1","74.4",".299"
"25","25","2016-12-11","0","MIN","1","116","108","122.8","114.3","94.5",".361",".386",".603","42.0","78.9","9.5","7.0",".536","7.7","14.6",".325",".500","12.6","66.0",".333"
"26","26","2016-12-13","0","NOP","1","113","109","110.4","106.4","102.4",".200",".358",".547","50.0","71.4","5.9","10.6",".516","10.4","18.8",".158",".561","15.7","85.7",".207"
"27","27","2016-12-15","1","NYK","1","103","90","104.7","91.5","98.4",".083",".333",".517","53.8","91.1","7.1","13.9",".516","14.6","30.0",".042",".435","9.8","75.0",".097"
"28","28","2016-12-17","1","POR","1","135","90","135.2","90.1","99.8",".299",".322",".686","64.4","70.6","7.0","8.6",".667","13.2","27.3",".218",".442","10.4","87.0",".163"
"29","29","2016-12-20","1","UTA","1","104","74","108.2","77.0","96.2",".189",".256",".533","53.2","60.0","13.5","6.5",".494","9.3","20.9",".167",".414","21.3","80.4",".145"
"30","30","2016-12-22","0","BRK","1","117","101","106.9","92.3","109.5",".135",".356",".531","52.6","61.7","17.4","13.7",".510","9.8","22.0",".106",".517","21.8","85.1",".140"
"31","31","2016-12-23","0","DET","1","119","113","114.3","108.5","104.1",".312",".351",".680","53.2","81.4","8.6","3.6",".630","20.1","11.4",".286",".565","11.8","88.1",".200"
"32","32","2016-12-25","0","CLE","0","108","109","107.9","108.9","100.1",".377",".390",".602","48.8","67.6","8.0","6.7",".539","17.5","16.1",".325",".453","9.9","67.3",".242"
"33","33","2016-12-28","1","TOR","1","121","111","123.2","113.0","98.2",".222",".284",".680","53.1","71.7","4.1","13.2",".654","18.4","25.7",".185",".451","5.8","68.9",".175"
"34","34","2016-12-30","1","DAL","1","108","99","111.4","102.1","96.9",".179",".393",".596","51.8","73.8","5.2","6.6",".565","12.5","12.1",".155",".462","9.1","78.0",".140"
"35","35","2017-01-02","1","DEN","1","127","119","123.2","115.4","103.1",".221",".263",".609","47.3","66.0","6.8","3.0",".584","11.1","27.3",".168",".520","11.4","66.0",".139"
"36","36","2017-01-04","1","POR","1","125","117","120.1","112.5","104.0",".333",".414",".627","47.0","70.5","13.5","14.3",".580","13.1","19.5",".276",".517","14.4","73.8",".281"
"37","37","2017-01-06","1","MEM","0","119","128","111.3","119.8","96.8",".470",".361",".594","48.4","56.1","6.5","7.1",".542","13.8","17.5",".349",".549","9.7","72.5",".146"
"38","38","2017-01-08","0","SAC","1","117","106","115.7","104.9","101.1",".225",".326",".598","59.7","73.3","10.9","13.0",".562","14.8","30.2",".191",".561","17.2","97.1",".311"
"39","39","2017-01-10","1","MIA","1","107","95","106.4","94.4","100.6",".256",".314",".559","51.1","71.8","6.0","11.7",".517","10.3","11.1",".209",".456","10.1","87.8",".144"
"40","40","2017-01-12","1","DET","1","127","107","120.0","101.1","105.8",".202",".326",".655","48.1","78.0","13.2","6.7",".646","15.7","16.2",".135",".523","16.4","77.5",".170"
"41","41","2017-01-16","1","CLE","1","126","91","120.6","87.1","104.5",".264",".374",".620","62.4","80.4","9.6","20.4",".588","13.6","28.2",".209",".403","13.1","87.0",".227"
"42","42","2017-01-18","1","OKC","1","121","100","120.5","99.6","100.4",".318",".247",".624","56.1","76.1","11.0","12.9",".600","15.7","32.4",".224",".467","15.5","72.9",".178"
"43","43","2017-01-20","0","HOU","1","125","108","123.4","106.6","101.3",".236",".427",".636","50.0","63.8","7.9","11.5",".612","12.5","22.2",".180",".484","11.9","71.7",".156"
"44","44","2017-01-22","0","ORL","1","118","98","118.1","98.1","99.9",".213",".472",".606","55.9","64.3","8.0","5.9",".579","15.6","31.0",".169",".474","10.4","76.5",".073"
"45","45","2017-01-23","0","MIA","0","102","105","102.4","105.4","99.6",".227",".341",".527","48.9","65.9","9.0","7.1",".511","12.6","17.1",".136",".517","11.7","76.6",".186"
