"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2013-10-30","1","IND","0","90","95","99.4","104.9","90.5",".247",".129",".478","53.8","50.0","7.7","10.6",".429","13.7","32.6",".200",".500","16.1","82.4",".357"
"2","2","2013-11-01","0","ORL","0","90","110","95.5","116.7","94.3",".283",".130",".435","50.0","50.0","7.4","10.4",".380","10.4","30.4",".217",".636","18.0","84.4",".300"
"3","3","2013-11-02","1","CHA","1","105","84","112.9","90.3","93.0",".373",".173",".601","51.2","81.1","10.8","30.5",".540","16.3","22.9",".320",".394","11.9","71.4",".263"
"4","4","2013-11-05","1","PHO","0","98","104","103.1","109.4","95.1",".224",".212",".525","49.4","70.3","12.6","20.8",".494","12.2","19.0",".165",".577","14.6","82.1",".179"
"5","5","2013-11-06","0","MEM","1","99","84","116.7","99.0","84.9",".269",".167",".567","57.4","42.1","11.8","8.9",".513","13.0","37.1",".244",".507","18.9","78.8",".169"
"6","6","2013-11-08","1","LAL","1","96","85","104.6","92.6","91.8",".253",".103",".496","51.0","65.8","10.9","13.1",".454","7.6","23.4",".195",".425","13.3","76.5",".213"
"7","7","2013-11-10","0","PHO","0","94","101","103.4","111.1","90.9",".148",".148",".501","51.8","51.3","6.6","5.4",".466","13.8","31.8",".136",".532","13.7","74.4",".231"
"8","8","2013-11-12","0","LAL","0","95","116","96.6","118.0","98.3",".393",".119",".482","36.9","67.6","11.2","5.1",".423","11.7","17.0",".286",".627","17.7","71.0",".215"
"9","9","2013-11-13","0","UTA","0","105","111","111.7","118.0","94.0",".235",".141",".560","43.6","45.2","13.8","6.0",".524","12.2","26.8",".188",".576","19.1","62.2",".389"
"10","10","2013-11-16","1","PHI","1","135","98","134.5","97.7","100.3",".314",".326",".690","53.1","57.7","11.0","26.6",".680","11.7","26.3",".209",".458","15.0","76.7",".265"
"11","11","2013-11-20","1","UTA","1","105","98","114.2","106.6","92.0",".418",".190",".561","54.3","60.0","9.8","22.0",".538","11.4","33.3",".253",".494","13.2","76.9",".193"
"12","12","2013-11-22","1","CLE","1","104","100","110.7","106.5","93.9",".375",".193",".507","56.5","55.6","11.7","11.1",".443","10.5","38.0",".295",".584","18.4","82.9",".130"
"13","13","2013-11-25","0","SAS","0","93","112","92.8","111.7","100.2",".206",".155",".440","51.6","56.8","11.0","10.7",".392","12.4","30.9",".175",".605","17.5","81.6",".173"
"14","14","2013-11-26","1","GSW","0","101","102","107.1","108.2","94.3",".149",".218",".545","53.4","53.7","5.3","11.6",".523","14.7","30.4",".115",".494","9.3","78.6",".170"
"15","15","2013-11-29","0","PHI","1","121","105","122.2","106.1","99.0",".151",".215",".610","44.9","58.8","13.1","14.8",".591","10.8","24.4",".118",".522","15.1","62.5",".098"
"16","16","2013-12-01","0","NYK","1","103","99","118.7","114.1","86.7",".299",".273",".591","43.2","57.9","11.5","2.4",".558","12.1","23.7",".221",".533","16.6","63.9",".237"
"17","17","2013-12-02","0","CHI","1","131","128","117.9","115.2","84.6",".239",".204",".525","49.5","50.0","8.1","6.4",".491","8.1","36.1",".177",".515","12.1","66.7",".238"
"18","18","2013-12-04","1","DAL","0","97","100","104.0","107.2","93.3",".160",".234",".482","60.4","55.3","5.4","3.2",".441","13.7","37.5",".149",".494","6.8","83.3",".174"
"19","19","2013-12-06","1","OKC","0","95","109","99.1","113.7","95.9",".386",".182",".461","54.4","57.6","9.4","5.4",".392","13.4","35.8",".295",".552","13.4","81.1",".312"
"20","20","2013-12-11","1","DET","1","111","106","113.1","108.0","88.9",".381",".274",".566","54.3","60.5","10.2","9.3",".506","13.3","36.4",".310",".464","10.8","70.0",".177"
"21","21","2013-12-13","1","MEM","1","104","98","126.2","118.9","82.4",".263",".289",".613","42.5","56.4","3.6","7.7",".572","6.6","21.1",".224",".538","11.2","65.7",".150"
"22","22","2013-12-15","0","DEN","0","93","102","99.3","108.9","93.6",".224",".282",".498","38.6","62.2","10.7","13.1",".476","12.2","20.0",".141",".476","14.1","60.5",".247"
"23","23","2013-12-17","0","GSW","0","93","104","97.5","109.1","95.4",".341",".205",".459","43.1","66.7","8.4","4.2",".403","9.0","22.6",".250",".478","10.6","65.3",".187"
"24","24","2013-12-18","0","LAC","0","95","108","103.8","118.0","91.6",".215",".215",".467","52.9","70.3","6.6","2.0",".435","9.8","32.1",".151",".494","8.8","77.1",".397"
"25","25","2013-12-21","0","POR","0","107","110","115.7","119.0","92.5",".202",".181",".523","51.6","50.0","5.4","4.3",".500","9.7","36.4",".138",".480","6.2","65.3",".163"
"26","26","2013-12-23","0","SAC","1","113","100","118.6","105.0","95.3",".325",".205",".595","51.1","68.3","13.6","3.5",".542","14.4","35.7",".277",".466","19.2","65.2",".419"
"27","27","2013-12-27","1","DEN","1","105","89","109.7","93.0","95.7",".169",".270",".549","55.8","66.7","10.4","13.6",".534","14.3","32.6",".112",".439","15.5","77.6",".207"
"28","28","2013-12-28","0","HOU","0","98","107","106.6","116.4","91.9",".086",".237",".508","47.2","68.3","5.4","9.8",".495","9.4","25.5",".065",".532","13.3","71.4",".325"
"29","29","2013-12-30","1","POR","1","110","108","116.4","114.3","94.5",".169",".124",".575","55.3","39.6","5.3","17.9",".551","8.6","24.3",".135",".511","8.4","79.2",".205"
"30","30","2014-01-01","0","MIN","0","112","124","114.8","127.1","97.6",".253",".230",".579","50.0","44.4","10.2","8.8",".552","15.0","32.5",".184",".608","13.7","70.6",".354"
"31","31","2014-01-03","0","BOS","1","95","92","110.2","106.8","86.2",".286",".078",".548","47.9","60.5","3.5","6.7",".506","14.8","30.8",".221",".388","8.2","60.0",".258"
"32","32","2014-01-04","0","IND","0","82","99","91.2","110.1","89.9",".382",".132",".516","42.3","48.4","10.0","9.8",".478","17.6","13.9",".250",".512","14.1","66.7",".169"
"33","33","2014-01-07","0","MIA","0","88","107","99.5","121.0","88.4",".221",".117",".521","51.3","50.0","10.2","7.8",".487","15.9","28.6",".169",".571","12.0","76.3",".231"
"34","34","2014-01-08","1","WAS","0","96","102","107.7","114.4","89.2",".346",".167",".534","44.6","65.7","9.0","15.3",".474","10.0","19.5",".282",".538","11.6","69.0",".200"
"35","35","2014-01-10","1","DAL","0","90","107","104.2","123.9","86.4",".238",".088",".509","49.4","41.7","6.9","16.0",".469","16.9","34.9",".188",".615","12.4","67.6",".141"
"36","36","2014-01-11","0","DAL","0","107","110","115.2","118.4","92.9",".403",".247",".590","61.5","59.5","6.5","5.0",".532","15.8","34.2",".325",".530","13.9","87.5",".582"
"37","37","2014-01-13","1","SAS","0","95","101","104.3","110.9","91.1",".195",".126",".503","50.0","50.0","7.7","7.3",".477","8.7","19.1",".138",".560","13.9","91.4",".388"
"38","38","2014-01-15","1","HOU","0","100","103","108.3","111.6","92.3",".377",".260",".557","53.7","54.3","7.6","13.6",".506","14.3","28.6",".286",".542","12.6","80.0",".347"
"39","39","2014-01-18","1","GSW","0","87","97","97.9","109.1","88.9",".337",".133",".456","52.2","56.3","4.5","8.1",".398","12.0","31.3",".253",".476","8.0","76.2",".202"
"40","40","2014-01-20","0","MEM","1","95","92","110.8","107.3","85.8",".299",".117",".545","43.6","60.0","11.7","14.5",".487","10.3","23.1",".260",".466","16.5","64.1",".311"
"41","41","2014-01-21","1","SAC","0","97","114","107.6","126.5","90.1",".551",".159",".566","43.2","54.5","8.9","11.5",".514","14.0","22.5",".377",".567","11.1","63.4",".256"
"42","42","2014-01-24","0","DET","1","103","101","111.9","109.7","92.1",".329",".233",".616","44.3","40.5","15.2","11.9",".555","17.7","22.9",".301",".471","14.1","61.4",".247"
"43","43","2014-01-26","1","ORL","1","100","92","108.5","99.8","92.2",".333",".148",".538","60.0","56.8","10.8","16.1",".488","13.1","36.4",".259",".487","15.8","88.9",".221"
"44","44","2014-01-28","0","CLE","1","100","89","111.4","99.1","89.8",".311",".176",".594","53.9","69.2","7.8","15.4",".554","13.4","19.4",".243",".450","10.7","77.8",".213"
"45","45","2014-01-29","0","MIN","0","77","88","84.9","97.0","90.7",".280",".256",".418","49.0","41.4","4.4","9.7",".366","12.4","25.5",".207",".427","12.3","74.5",".220"
"46","46","2014-02-01","1","CHI","1","88","79","107.1","96.1","82.2",".125",".113",".521","43.2","57.9","9.7","25.9",".500","12.4","27.8",".100",".407","16.7","57.9",".314"
"47","47","2014-02-03","1","SAS","0","95","102","102.4","109.9","92.8",".253",".177",".541","56.4","44.4","3.2","11.1",".494","14.6","19.4",".215",".500","7.1","88.1",".259"
"48","48","2014-02-05","1","ATL","1","105","100","116.6","111.1","90.0",".256",".163",".549","56.8","45.0","5.6","9.3",".494","8.6","29.5",".233",".536","9.1","84.1",".119"
"49","49","2014-02-07","1","MIN","1","98","91","105.1","97.6","93.3",".198",".185",".557","46.3","51.3","8.6","15.8",".531","12.0","16.3",".148",".400","14.1","79.5",".413"
"50","50","2014-02-09","0","BRK","0","81","93","88.3","101.3","91.8",".325",".217",".427","48.3","66.7","16.3","5.3",".398","12.9","29.6",".181",".576","21.8","78.8",".258"
"51","51","2014-02-10","0","TOR","0","101","108","111.8","119.5","90.4",".338",".156",".571","50.0","53.8","8.9","7.7",".545","13.7","25.0",".221",".539","10.8","75.0",".342"
