"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2014-10-29","1","BRK","1","121","105","121.8","105.7","99.3",".261",".250",".617","47.3","57.1","11.1","8.2",".602","10.9","23.1",".170",".531","17.9","74.3",".250"
"2","2","2014-11-01","0","HOU","0","90","104","92.2","106.6","97.6",".184",".255",".425","47.3","54.1","10.2","19.0",".383","8.6","26.4",".153",".500","15.4","75.0",".368"
"3","3","2014-11-03","0","DAL","0","113","118","114.3","119.4","98.9",".157",".304",".518","57.6","64.4","9.1","10.5",".495","13.5","43.1",".118",".622","15.8","79.4",".195"
"4","4","2014-11-05","1","TOR","0","107","110","113.2","116.3","94.5",".231",".333",".623","69.6","55.0","5.3","4.2",".577","23.9","48.6",".218",".523","6.7","86.4",".218"
"5","5","2014-11-07","1","IND","1","101","98","111.7","108.3","90.5",".188",".318",".549","47.5","66.7","6.6","4.3",".512","11.5","24.3",".165",".483","12.2","67.4",".148"
"6","6","2014-11-08","0","CHI","1","106","101","113.7","108.4","93.2",".247",".235",".590","54.2","59.5","6.4","4.1",".562","11.8","20.6",".185",".500","7.5","77.6",".098"
"7","7","2014-11-12","1","OKC","0","94","109","106.6","123.6","88.2",".157",".398",".530","46.1","75.7","5.7","5.2",".500","8.3","17.5",".133",".549","8.0","77.8",".232"
"8","8","2014-11-14","1","CLE","0","121","122","118.5","119.5","102.1",".261",".227",".617","49.4","66.7","6.9","1.6",".580","12.5","20.0",".216",".553","9.8","79.5",".329"
"9","9","2014-11-17","1","PHO","0","114","118","106.6","110.3","107.0",".356",".115",".566","52.4","62.2","9.3","5.6",".540","15.2","25.6",".230",".565","15.2","80.5",".140"
"10","10","2014-11-19","0","PHI","1","101","90","102.3","91.2","98.7",".253",".241",".547","50.0","78.0","11.1","6.2",".530","14.0","16.7",".157",".436","13.6","80.4",".174"
"11","11","2014-11-21","0","MEM","0","100","117","100.8","117.9","99.2",".239",".307",".514","43.2","57.9","7.1","9.3",".483","11.0","18.0",".170",".571","12.6","76.3",".143"
"12","12","2014-11-23","1","POR","0","88","94","92.2","98.5","95.4",".126",".242",".439","45.5","45.9","12.6","1.5",".416","7.4","21.1",".095",".471","14.7","77.3",".151"
"13","13","2014-11-28","1","CHI","0","102","109","103.1","110.2","98.9",".315",".239",".487","44.7","54.1","7.1","2.7",".435","11.0","26.1",".239",".439","10.9","62.5",".333"
"14","14","2014-11-30","1","SAS","0","89","111","94.0","117.3","94.6",".172",".207",".475","48.3","58.3","5.3","8.5",".448","13.8","25.5",".126",".547","13.0","75.0",".212"
"15","15","2014-12-02","0","ATL","0","105","109","106.2","110.2","98.9",".155",".274",".585","57.5","80.5","10.1","5.2",".560","19.0","25.0",".131",".591","15.4","89.2",".146"
"16","16","2014-12-03","1","DET","1","109","102","103.5","96.8","95.4",".290",".323",".520","47.1","75.7","7.6","8.0",".468","10.3","17.0",".237",".402","8.7","71.9",".196"
"17","17","2014-12-05","1","LAL","1","113","96","109.2","92.8","103.5",".244",".222",".567","58.7","63.0","5.8","2.6",".556","13.8","24.4",".144",".446","10.7","86.3",".152"
"18","18","2014-12-07","1","WAS","1","101","93","98.7","90.9","102.3",".295",".193",".508","48.5","55.6","9.8","10.6",".455","13.1","20.0",".239",".425","15.7","71.4",".151"
"19","19","2014-12-08","0","WAS","0","132","133","112.7","113.6","96.9",".314",".216",".569","48.4","57.4","14.5","5.1",".505","12.8","26.9",".284",".559","17.4","74.4",".298"
"20","20","2014-12-10","0","CHO","0","87","96","89.1","98.3","97.7",".115",".264",".476","50.6","68.4","3.1","1.4",".466","13.3","14.0",".069",".435","9.4","84.8",".274"
"21","21","2014-12-12","1","NYK","0","95","101","103.7","110.2","91.7",".212",".259",".511","50.6","75.7","3.3","4.6",".476","15.5","29.3",".165",".531","12.8","72.5",".185"
"22","22","2014-12-15","0","PHI","1","105","87","100.7","83.4","104.3",".407",".291",".518","52.0","68.4","14.4","7.7",".477","17.8","33.3",".267",".376","17.7","69.2",".183"
"23","23","2014-12-17","1","ORL","1","109","92","118.1","99.7","92.3",".225",".238",".620","53.8","56.8","9.7","12.1",".594","13.7","21.2",".175",".465","11.6","77.8",".153"
"24","24","2014-12-19","1","MIN","1","114","98","123.8","106.4","92.1",".165",".271",".625","53.8","60.4","9.8","7.4",".612","12.5","35.3",".118",".484","11.5","67.4",".086"
"25","25","2014-12-21","0","MIA","0","84","100","95.3","113.4","88.2",".181",".277",".469","52.5","66.7","6.8","7.0",".434","14.3","30.4",".145",".513","8.2","82.4",".256"
"26","26","2014-12-23","0","ORL","0","95","100","96.7","101.8","98.2",".341",".271",".486","50.0","66.7","10.2","6.2",".429","10.9","19.1",".259",".512","13.1","83.7",".181"
"27","27","2014-12-26","1","BRK","0","107","109","109.6","111.7","97.6",".126",".276",".583","46.3","71.1","8.2","4.8",".569","13.2","14.3",".092",".536","13.6","71.1",".241"
"28","28","2014-12-27","0","WAS","0","88","101","88.7","101.9","99.2",".304",".304",".491","42.9","53.1","10.1","2.6",".443","16.7","17.0",".228",".528","16.0","75.7",".067"
"29","29","2014-12-31","1","SAC","1","106","84","105.2","83.3","100.8",".160",".223",".527","51.6","72.7","8.9","9.7",".495","9.9","20.5",".138",".379","13.9","78.4",".207"
"30","30","2015-01-02","1","DAL","0","101","119","105.2","123.9","96.0",".213",".382",".519","42.2","57.9","6.2","2.9",".494","11.0","20.0",".146",".536","9.6","64.4",".167"
"31","31","2015-01-03","0","CHI","0","104","109","96.3","101.0","97.8",".110",".170",".496","43.3","57.8","8.3","8.3",".475","16.0","22.2",".090",".400","12.0","59.3",".290"
"32","32","2015-01-05","1","CHO","0","95","104","105.0","115.0","90.5",".253",".198",".470","40.7","61.1","8.8","11.9",".434","5.6","21.7",".176",".526","14.5","65.7",".282"
"33","33","2015-01-07","0","BRK","1","89","81","100.5","91.5","88.5",".193",".205",".466","45.1","62.9","9.0","3.3",".426","5.9","22.0",".159",".426","16.6","73.2",".243"
"34","34","2015-01-09","0","IND","0","103","107","100.0","103.9","93.3",".155",".330",".468","47.2","61.0","9.7","10.1",".447","8.3","24.5",".107",".418","13.0","69.8",".326"
"35","35","2015-01-10","0","TOR","0","96","109","98.9","112.3","97.1",".241",".217",".523","47.3","59.0","7.2","4.9",".506","16.4","21.4",".145",".522","11.6","69.4",".154"
"36","36","2015-01-12","1","NOP","1","108","100","119.0","110.2","90.8",".352",".273",".531","49.4","64.9","8.8","8.3",".466","9.8","37.0",".295",".453","16.5","62.8",".427"
"37","37","2015-01-14","1","ATL","0","91","105","102.8","118.7","88.5",".169",".398",".510","53.3","64.7","5.7","4.5",".476","15.2","31.0",".145",".562","12.4","81.8",".315"
"38","38","2015-01-16","1","CHI","0","103","119","112.0","129.4","91.9",".188",".188",".560","55.6","69.0","5.4","6.3",".524","12.4","28.2",".165",".612","6.9","81.0",".112"
"39","39","2015-01-19","0","LAC","0","93","102","103.0","113.0","90.3",".250",".345",".499","49.4","72.7","6.6","3.3",".464","12.2","26.1",".179",".530","10.9","75.6",".183"
"40","40","2015-01-22","0","POR","1","90","89","97.5","96.4","92.3",".080",".218",".500","51.1","59.0","8.7","8.2",".489","15.1","23.8",".057",".421","9.3","74.0",".157"
"41","41","2015-01-23","0","DEN","1","100","99","108.7","107.6","92.0",".360",".280",".576","46.1","54.1","8.7","8.8",".553","13.9","20.5",".227",".449","10.7","66.0",".213"
"42","42","2015-01-25","0","GSW","0","111","114","107.4","110.3","103.4",".284",".295",".519","50.5","56.1","4.8","4.5",".484","11.6","25.5",".200",".517","11.5","79.5",".247"
"43","43","2015-01-26","0","UTA","1","99","90","108.4","98.5","91.3",".311",".257",".588","48.7","51.4","8.8","5.2",".527","14.3","14.7",".284",".482","13.4","76.2",".134"
"44","44","2015-01-28","0","MIN","0","98","110","102.3","114.8","95.8",".099",".253",".516","46.4","52.4","9.4","6.6",".500","12.0","18.8",".077",".532","10.8","83.3",".364"
