"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-26","1","BRK","1","122","117","118.4","113.6","103.0",".202",".360",".629","51.6","75.0","12.6","17.0",".601","16.4","29.3",".169",".521","13.1","70.0",".165"
"2","2","2016-10-27","0","CHI","0","99","105","105.1","111.5","94.2",".316",".303",".572","39.6","57.9","6.4","9.0",".553","11.3","7.5",".197",".451","10.2","64.7",".239"
"3","3","2016-10-29","0","CHO","1","104","98","110.0","103.6","94.6",".210",".383",".588","52.5","64.1","4.2","12.8",".574","12.8","11.1",".136",".462","7.9","86.4",".316"
"4","4","2016-11-02","1","CHI","1","107","100","112.5","105.1","95.1",".195",".368",".566","44.3","68.3","10.5","6.6",".552","11.3","22.7",".126",".475","16.7","65.9",".284"
"5","5","2016-11-03","0","CLE","0","122","128","122.8","128.8","99.4",".229",".333",".577","48.1","54.3","4.0","12.0",".536","7.0","22.2",".198",".571","7.4","80.6",".381"
"6","6","2016-11-06","1","DEN","0","107","123","106.7","122.6","100.3",".233",".278",".539","45.3","75.6","3.0","6.6",".500","10.0","22.4",".189",".589","14.8","75.7",".286"
"7","7","2016-11-09","0","WAS","0","93","118","102.3","129.8","90.9",".272",".383",".513","36.5","60.0","5.5","5.6",".494","10.8","16.7",".160",".554","9.8","55.8",".174"
"8","8","2016-11-11","1","NYK","1","115","87","113.4","85.8","101.4",".478",".300",".528","48.2","65.7","15.8","4.2",".450","12.1","34.5",".378",".383","19.8","61.8",".160"
"9","9","2016-11-12","0","IND","1","105","99","112.7","106.3","93.1",".413",".313",".555","54.0","62.9","7.5","11.9",".488","12.1","34.1",".338",".453","11.7","74.4",".244"
"10","10","2016-11-14","0","NOP","0","105","106","105.3","106.3","99.8",".211",".432",".506","48.9","50.0","9.0","0.0",".463","8.8","22.4",".179",".481","14.4","80.5",".380"
"11","11","2016-11-16","1","DAL","1","90","83","100.3","92.5","89.7",".303",".276",".523","62.4","54.5","6.7","5.0",".480","18.1","32.5",".224",".458","9.3","88.9",".084"
"12","12","2016-11-18","1","GSW","0","88","104","91.9","108.6","95.7",".229",".386",".482","46.2","61.3","6.3","4.8",".440","12.5","14.6",".181",".539","10.4","80.0",".078"
"13","13","2016-11-19","0","DET","1","94","92","109.1","106.8","86.2",".207",".378",".525","47.9","66.7","3.5","10.6",".476","8.2","18.8",".195",".471","5.1","77.1",".128"
"14","14","2016-11-21","0","MIN","1","99","93","105.9","99.5","93.5",".167",".452",".549","43.3","52.6","5.3","6.5",".524","10.9","14.6",".131",".442","13.4","67.3",".198"
