"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-26","0","NOP","1","107","102","99.9","95.3","107.1",".398",".289",".549","63.7","48.6","6.5","5.5",".494","19.7","28.2",".301",".429","9.6","90.4",".250"
"2","2","2016-10-29","1","POR","0","113","115","98.5","100.3","103.9",".390",".230",".482","57.5","50.0","8.7","7.6",".410","12.7","28.6",".310",".510","12.3","90.0",".153"
"3","3","2016-10-31","0","TOR","0","102","105","111.6","114.9","91.4",".432",".272",".529","51.7","42.4","2.2","12.5",".463","7.7","25.6",".333",".489","6.6","76.1",".216"
"4","4","2016-11-03","0","MIN","1","102","99","101.6","98.7","100.3",".309",".272",".554","50.6","61.5","10.0","3.0",".519","17.9","19.4",".222",".449","13.9","72.5",".227"
"5","5","2016-11-05","0","DET","0","86","103","88.9","106.5","96.7",".213",".266",".418","50.5","48.4","8.3","3.1",".367","13.5","29.6",".181",".518","12.2","78.0",".190"
"6","6","2016-11-06","0","BOS","1","123","107","122.6","106.7","100.3",".369",".274",".630","54.7","47.7","7.0","9.2",".589","14.8","24.3",".286",".500","10.0","77.6",".189"
"7","7","2016-11-08","0","MEM","0","107","108","108.7","109.7","98.5",".486",".343",".630","54.9","68.6","6.1","6.5",".571","20.6","20.0",".386",".552","12.9","80.5",".151"
"8","8","2016-11-10","1","GSW","0","101","125","102.7","127.0","98.4",".181",".383",".498","50.0","68.4","7.1","5.5",".473","15.1","32.7",".128",".624","13.8","75.0",".224"
"9","9","2016-11-12","1","DET","0","95","106","105.6","117.8","90.0",".226",".298",".514","53.2","41.7","6.7","5.6",".482","14.0","35.0",".167",".533","8.6","71.8",".111"
"10","10","2016-11-13","0","POR","0","105","112","103.4","110.3","101.6",".319",".319",".506","57.3","30.6","3.9","8.6",".456","14.8","34.8",".242",".434","5.8","75.4",".263"
"11","11","2016-11-16","1","PHO","1","120","104","120.6","104.6","99.5",".258",".183",".579","58.3","51.1","8.0","6.8",".527","11.9","33.3",".237",".544","14.8","83.3",".228"
"12","12","2016-11-18","1","TOR","0","111","113","100.8","102.7","99.7",".470",".301",".554","57.3","74.4","6.4","5.6",".494","15.9","19.1",".349",".500","9.3","89.3",".202"
"13","13","2016-11-20","1","UTA","1","105","91","114.8","99.5","91.5",".349",".256",".529","50.0","73.8","4.4","5.2",".535","7.5","25.5",".151",".429","9.5","72.5",".212"
"14","14","2016-11-22","1","CHI","1","110","107","113.1","110.0","97.3",".170",".220",".512","53.4","60.5","5.1","7.8",".480","8.5","30.9",".140",".484","5.5","79.2",".158"
"15","15","2016-11-23","0","UTA","0","83","108","84.4","109.8","98.3",".352",".307",".408","49.0","50.0","5.1","9.4",".369","9.0","23.0",".205",".544","13.1","89.7",".278"
"16","16","2016-11-25","1","OKC","0","129","132","115.4","118.1","101.2",".267",".337",".571","56.5","70.8","8.1","10.0",".535","12.4","28.3",".208",".568","9.9","84.8",".240"
"17","17","2016-11-27","0","PHO","1","120","114","116.4","110.6","103.1",".360",".326",".582","51.6","53.8","4.9","1.6",".511","10.4","21.3",".326",".466","9.5","81.3",".348"
"18","18","2016-11-30","1","MIA","0","98","106","97.2","105.1","100.8",".264",".242",".482","53.4","73.7","3.0","10.1",".456","15.8","27.5",".165",".489","5.4","78.8",".161"
"19","19","2016-12-02","1","HOU","0","110","128","111.8","130.1","98.4",".154",".298",".495","56.8","47.8","5.1","7.8",".486","12.6","43.6",".087",".608","10.0","75.0",".239"
"20","20","2016-12-03","0","UTA","0","98","105","106.8","114.5","91.7",".169",".289",".550","48.1","51.4","7.6","9.4",".524","13.6","17.5",".133",".506","9.1","81.1",".333"
"21","21","2016-12-05","0","PHI","1","106","98","107.9","99.8","98.2",".447",".355",".583","50.6","48.6","13.2","14.5",".526","17.3","23.8",".342",".471","15.0","74.5",".198"
"22","22","2016-12-07","0","BRK","0","111","116","110.2","115.2","100.7",".200",".352",".486","58.0","42.9","7.0","3.4",".452","13.0","44.8",".152",".535","13.2","76.2",".294"
"23","23","2016-12-08","0","WAS","0","85","92","89.7","97.1","94.8",".316",".421",".491","56.3","77.4","8.4","3.4",".454","23.8","34.1",".211",".487","17.4","79.5",".205"
"24","24","2016-12-10","0","ORL","1","121","113","126.3","117.9","95.8",".301",".229",".644","58.7","53.2","2.1","6.6",".614","11.3","25.7",".229",".551","4.8","87.5",".182"
"25","25","2016-12-12","0","DAL","0","92","112","111.0","135.1","82.9",".217",".301",".506","55.8","54.3","7.2","5.9",".464","15.0","43.5",".181",".662","9.9","74.2",".130"
"26","26","2016-12-15","1","POR","1","132","120","128.2","116.5","103.0",".417",".369",".664","46.8","62.8","9.7","6.2",".601","13.1","16.1",".369",".511","11.9","67.4",".341"
"27","27","2016-12-17","1","NYK","1","127","114","130.7","117.3","97.2",".322",".300",".618","53.9","52.0","6.2","12.3",".611","8.9","29.7",".189",".488","10.2","76.9",".450"
"28","28","2016-12-19","1","DAL","1","117","107","129.0","117.9","90.7",".225",".313",".665","58.6","71.1","7.7","0.0",".644","11.1","21.9",".175",".625","12.5","89.5",".088"
"29","29","2016-12-20","0","LAC","0","102","119","107.4","125.3","95.0",".222",".433",".516","55.4","56.4","5.3","2.0",".494","10.8","31.9",".144",".640","11.6","86.1",".105"
"30","30","2016-12-23","1","ATL","0","108","109","110.0","111.1","98.1",".449",".321",".578","53.5","73.0","3.1","11.5",".526","13.8","18.4",".333",".477","7.4","81.3",".314"
"31","31","2016-12-26","0","LAC","1","106","102","109.4","105.3","96.9",".341",".378",".562","57.3","61.1","10.3","1.7",".506","12.9","24.4",".280",".518","10.6","90.9",".179"
